O*NET-SOC Code,Title,Consequence of Error,Freedom to Make Decisions,Frequency of Decision Making,Health and Safety of Other Workers,Impact of Decisions on Co-workers or Company Results,Work Outcomes and Results of Other Workers,"Determine Tasks, Priorities and Goals",Developing Objectives and Strategies Combined,Making Decisions and Solving Problems Combined,Judgment and Decision Making Combined
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3.65,2.36,3.05,2.68,3.01,1.68,2.94,1.1717,2.3965,1.7036571428571428
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.65,4.06,3.74,3.55,3.89,3.4,4.03,1.648,2.765028571428571,1.822857142857143
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.02,3.87,3.48,3.5,3.84,3.08,4.06,1.5394285714285716,2.2411142857142856,1.822857142857143
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.06,2.9,2.28,3.17,2.65,3.08,3.4,2.175,2.780571428571428,1.604285714285714
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.94,3.49,2.44,3.26,2.72,3.14,3.35,1.3824571428571428,3.0416000000000003,1.5508
51-4041.00,Machinists,3.03,4.15,3.72,3.73,3.61,3.28,3.89,1.5479142857142856,2.611828571428572,1.6875
51-4051.00,Metal-Refining Furnace Operators and Tenders,3.74,3.85,3.38,4.03,4.05,3.58,3.52,1.591642857142857,2.6191,1.6875
51-4052.00,"Pourers and Casters, Metal",3.07,3.21,2.67,2.71,2.48,2.76,3.03,1.3996285714285714,2.024571428571429,1.8571428571428568
51-4061.00,"Model Makers, Metal and Plastic",2.39,3.9,3.2,2.68,3.14,2.18,3.48,1.5424,2.437257142857143,1.7857142857142856
51-4062.00,"Patternmakers, Metal and Plastic",3.41,3.79,3.18,3.52,3.18,3.55,3.84,1.891,2.5445714285714285,1.6714285714285717
51-4071.00,Foundry Mold and Coremakers,3.18,3.99,3.52,3.51,3.75,3.83,3.96,1.414642857142857,1.9362,1.5207142857142857
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.24,3.94,2.88,3.73,3.11,3.15,3.85,1.3292571428571427,2.188,1.5625
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.18,3.9,2.78,3.51,2.98,3.02,3.38,2.289285714285714,3.3904,1.9085714285714288
51-4111.00,Tool and Die Makers,3.87,4.76,3.98,3.16,3.83,3.22,4.42,1.6675,2.8821428571428567,1.9085714285714288
51-4121.00,"Welders, Cutters, Solderers, and Brazers",3.25,3.31,3.34,3.37,3.45,3.08,3.38,1.429,1.8232,1.7036571428571428
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.88,3.47,3.76,4.21,3.86,3.55,3.19,1.9799714285714287,2.5138,1.6875
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2.77,3.29,3.55,4.06,3.25,3.68,3.58,1.3522285714285711,2.0226571428571427,1.7485714285714289
51-4192.00,"Layout Workers, Metal and Plastic",3.25,3.48,3.14,3.56,3.55,3.06,3.33,1.9552,2.6188,1.7857142857142856
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",3.41,3.9,3.36,3.62,2.78,4.07,3.21,1.4070857142857145,2.748571428571428,1.5693714285714286
51-4194.00,"Tool Grinders, Filers, and Sharpeners",2.63,3.77,3.77,3.95,3.41,3.36,3.76,1.4530999999999998,2.2341571428571427,1.7385714285714284
51-5111.00,Prepress Technicians and Workers,2.83,3.95,3.01,1.92,2.91,2.91,3.84,1.643571428571429,2.900514285714286,1.822857142857143
51-5112.00,Printing Press Operators,3.1,4.14,4.21,3.86,3.74,3.22,4.02,1.7272571428571428,3.333228571428571,1.872228571428572
51-5113.00,Print Binding and Finishing Workers,3.09,3.42,3.6,3.55,3.76,3.41,3.46,1.5248285714285714,2.6282428571428573,1.8328571428571427
51-6011.00,Laundry and Dry-Cleaning Workers,1.92,2.92,2.83,4.26,3.49,3.74,3.18,1.2195571428571428,1.729,1.5300000000000002
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2.31,2.69,1.47,3.31,2.08,2.9,3.95,1.4830285714285716,1.8104285714285715,1.3392000000000002
51-6031.00,Sewing Machine Operators,1.89,3.0,2.68,2.47,2.96,2.63,3.29,1.3556,1.6636857142857144,1.5
51-6041.00,Shoe and Leather Workers and Repairers,2.67,4.33,3.56,2.46,3.35,2.58,4.29,1.3431571428571427,2.222785714285714,1.6391999999999998
51-6042.00,Shoe Machine Operators and Tenders,1.72,3.52,3.63,2.82,3.57,3.46,3.82,1.581142857142857,1.6384,1.5207142857142857
51-6051.00,"Sewers, Hand",2.59,2.88,2.59,3.07,2.72,2.61,4.19,1.3559285714285716,2.4652857142857143,1.604285714285714
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",3.01,4.4,3.83,3.16,4.14,3.53,3.9,1.7695,2.2815000000000003,1.6875
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,3.0,3.76,3.84,3.94,3.6,3.22,3.29,1.5057142857142858,2.7187142857142854,1.604285714285714
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3.26,3.07,2.68,2.3,2.82,2.58,2.34,1.2338285714285715,1.856985714285714,1.7036571428571428
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.27,3.79,2.91,3.6,3.06,3.38,3.55,1.3279999999999998,2.201885714285714,1.4542857142857144
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.83,3.07,2.34,3.06,2.68,2.75,2.9,1.457242857142857,2.124571428571429,1.5508
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.77,3.67,4.19,3.79,3.89,3.74,3.61,1.5258,2.728,1.822857142857143
51-6092.00,Fabric and Apparel Patternmakers,3.29,4.27,4.19,2.27,3.81,3.51,4.21,1.8439714285714288,2.5715714285714286,1.9642857142857144
51-6093.00,Upholsterers,2.3,3.21,3.18,2.84,3.46,3.17,3.65,1.7668,2.4148,1.822857142857143
51-7011.00,Cabinetmakers and Bench Carpenters,2.5,3.64,3.61,3.4,3.77,2.49,3.57,1.6044999999999998,2.7917000000000005,1.822857142857143
51-7021.00,Furniture Finishers,2.33,3.81,3.58,3.22,3.57,3.82,3.03,1.7030714285714286,2.7113714285714283,1.7857142857142856
51-7031.00,"Model Makers, Wood",2.49,3.32,3.81,3.47,3.35,3.55,3.75,1.6464857142857143,2.352228571428572,1.7857142857142856
51-7032.00,"Patternmakers, Wood",2.92,4.33,4.01,3.34,3.87,3.52,4.15,2.028528571428572,3.2054142857142858,1.7734857142857143
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2.64,4.21,3.22,3.59,3.44,3.55,4.05,1.246914285714286,1.595885714285714,1.595
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.8,3.75,3.58,3.32,3.38,3.41,3.7,1.207,1.9206714285714288,1.5693714285714286
51-8011.00,Nuclear Power Reactor Operators,4.61,3.03,4.26,4.49,4.5,4.04,3.05,1.4779428571428572,3.2441714285714283,2.2071428571428573
51-8012.00,Power Distributors and Dispatchers,4.74,4.3,4.42,4.51,4.68,4.15,4.23,1.6861714285714284,3.9467,2.044642857142857
51-8013.00,Power Plant Operators,4.54,4.13,3.64,4.16,4.19,3.35,3.74,1.5655857142857144,2.8184714285714287,1.9449142857142856
51-8013.03,Biomass Plant Technicians,4.28,4.46,4.67,4.76,4.08,4.23,4.1,1.8254285714285716,2.932571428571429,1.9085714285714288
51-8013.04,Hydroelectric Plant Technicians,3.36,3.83,3.61,4.15,3.76,3.6,3.93,1.5970857142857144,3.182057142857143,1.9085714285714288
51-8021.00,Stationary Engineers and Boiler Operators,4.07,4.21,3.94,4.66,3.85,4.02,4.19,2.1921142857142857,3.2163428571428576,1.9085714285714288
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.71,4.12,3.83,4.08,3.62,3.48,4.0,2.1842571428571427,3.088157142857143,1.8571428571428568
51-8091.00,Chemical Plant and System Operators,4.13,4.2,4.66,4.47,3.96,3.59,3.57,1.0571714285714289,2.2896714285714284,1.9642857142857144
51-8092.00,Gas Plant Operators,4.27,4.2,4.08,4.26,4.27,3.79,4.1,1.8628285714285715,3.269157142857143,1.9642857142857144
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4.22,3.74,4.15,4.03,4.07,3.65,4.2,1.2832,2.3563285714285715,1.8571428571428568
51-8099.01,Biofuels Processing Technicians,4.06,4.27,4.24,4.33,4.34,3.17,4.08,1.6321428571428571,3.019642857142857,1.8728571428571428
51-9011.00,Chemical Equipment Operators and Tenders,3.98,3.98,3.71,4.46,3.75,3.95,3.82,1.5401142857142858,3.0335714285714284,2.02
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.13,4.27,3.59,3.61,3.99,3.12,3.99,1.4355999999999998,2.5138,1.7857142857142856
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.97,4.07,3.28,4.04,3.62,3.7,3.99,1.230457142857143,2.0982,1.822857142857143
51-9022.00,"Grinding and Polishing Workers, Hand",3.43,3.78,2.23,3.1,2.9,2.04,3.16,3.093185714285714,4.105142857142857,1.595
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.67,3.65,4.29,4.53,4.03,4.26,3.46,1.3722142857142856,2.265142857142857,1.7485714285714289
51-9031.00,"Cutters and Trimmers, Hand",2.13,3.16,2.05,2.23,2.28,3.22,3.44,1.5078857142857145,1.7421714285714285,1.625
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.23,3.59,3.69,4.0,3.99,3.66,3.61,1.5537999999999998,2.386385714285714,1.655
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.2,3.54,3.78,3.59,3.62,3.35,3.12,1.3647142857142855,2.643542857142857,1.604285714285714
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",4.05,3.55,3.49,4.44,3.87,3.99,3.67,1.5367857142857142,2.8832,1.4179428571428572
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2.46,4.12,3.75,3.87,3.66,3.94,3.98,1.5754,2.8837,1.8328571428571427
51-9071.00,Jewelers and Precious Stone and Metal Workers,2.52,4.71,4.37,3.23,4.34,3.5,4.44,1.9122857142857144,2.4779285714285715,1.8057142857142856
51-9071.06,Gem and Diamond Workers,1.49,2.87,3.28,2.24,4.41,2.22,3.34,1.3429,2.2129857142857143,1.8728571428571428
51-9081.00,Dental Laboratory Technicians,2.85,4.21,3.18,2.71,3.75,3.51,4.43,2.2980285714285715,3.010571428571428,1.8328571428571427
51-9082.00,Medical Appliance Technicians,3.17,3.86,4.39,3.75,3.89,3.85,4.29,1.7390142857142856,2.6933,2.0028571428571427
51-9083.00,Ophthalmic Laboratory Technicians,2.0,3.99,3.73,2.69,3.56,3.03,4.33,1.3101714285714283,1.909257142857143,1.7485714285714289
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.38,3.59,4.15,4.38,3.92,3.69,3.59,1.7228,2.323771428571429,1.5300000000000002
51-9123.00,"Painting, Coating, and Decorating Workers",1.83,3.65,2.82,2.11,2.95,2.45,3.91,1.6485142857142856,2.0125,1.4821428571428572
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.32,3.79,4.19,3.69,3.26,3.29,2.87,1.9306,2.616457142857143,1.5207142857142857
51-9141.00,Semiconductor Processing Technicians,3.93,3.34,3.2,3.75,3.18,3.39,3.18,1.5023428571428572,2.2595,1.7734857142857143
51-9151.00,Photographic Process Workers and Processing Machine Operators,2.54,3.51,3.23,3.19,3.03,3.34,3.71,1.5056714285714283,2.569642857142857,1.7857142857142856
51-9161.00,Computer Numerically Controlled Tool Operators,3.4,4.04,3.52,2.59,3.93,2.51,3.51,1.5335571428571428,2.42,1.822857142857143
51-9162.00,Computer Numerically Controlled Tool Programmers,3.2,3.9,4.23,3.07,4.09,3.25,4.03,1.8619,2.979528571428572,1.8571428571428568
51-9191.00,Adhesive Bonding Machine Operators and Tenders,3.82,4.14,3.76,3.82,3.91,3.98,3.31,1.3826857142857143,2.1726857142857146,1.5785714285714287
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3.02,3.25,3.23,3.59,3.53,2.76,3.41,1.3748571428571428,2.9137714285714287,1.4906285714285716
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2.91,3.89,3.89,4.16,4.05,3.67,3.96,1.678942857142857,2.4901142857142857,1.9085714285714288
51-9194.00,Etchers and Engravers,3.03,4.09,3.16,2.97,2.92,2.81,4.19,1.512,2.2932571428571427,1.7036571428571428
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",3.4,3.32,2.05,3.42,2.51,3.43,2.95,1.3749714285714283,1.9604714285714289,1.4691999999999998
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.52,3.37,3.1,3.83,3.31,3.37,3.9,1.882085714285714,2.9197999999999995,1.6428571428571428
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.57,4.05,4.21,3.04,3.84,3.04,3.83,1.365371428571429,1.8073,1.6875
51-9195.05,"Potters, Manufacturing",2.53,4.57,3.96,3.08,4.15,3.19,4.38,1.9542857142857144,2.18,1.6063428571428573
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2.94,3.43,4.42,4.33,4.13,3.48,3.17,1.7647142857142857,2.216757142857143,1.5625
51-9197.00,Tire Builders,3.29,2.68,3.37,2.89,3.65,3.62,2.43,1.6808,2.54,1.5
51-9198.00,Helpers--Production Workers,3.13,3.69,3.52,3.38,2.98,2.88,3.39,1.406,1.9106,1.335714285714286
53-1041.00,Aircraft Cargo Handling Supervisors,3.65,4.47,4.67,4.56,4.61,4.39,4.48,1.860228571428572,3.3112,2.02
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2.75,4.63,4.91,4.71,4.1,4.68,4.35,2.213714285714285,2.888,1.9085714285714288
53-1042.01,Recycling Coordinators,3.03,4.58,4.41,4.0,4.5,4.05,4.72,2.6006857142857145,3.476114285714285,2.0608
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.86,4.16,4.59,4.02,4.82,4.7,4.6,2.1434285714285712,3.063028571428572,2.216428571428572
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",4.37,4.33,4.12,4.44,4.43,3.88,3.64,1.5887285714285715,4.0959,2.821428571428571
53-2012.00,Commercial Pilots,3.81,4.81,4.36,4.68,4.67,3.47,4.8,3.324957142857143,4.305357142857143,2.5428571428571427
53-2021.00,Air Traffic Controllers,4.18,4.29,4.93,2.63,4.82,3.51,3.92,2.0300714285714285,4.4375,2.8363428571428573
53-2022.00,Airfield Operations Specialists,4.79,4.79,4.38,4.23,4.64,3.86,4.64,1.9615428571428573,3.286428571428571,2.044642857142857
53-2031.00,Flight Attendants,4.46,4.53,4.57,4.96,4.47,4.19,3.9,1.4645428571428571,2.82,1.822857142857143
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3.99,4.08,4.31,4.77,4.38,3.3,4.11,1.645,2.2373142857142856,1.822857142857143
53-3031.00,Driver/Sales Workers,3.11,3.43,3.59,3.31,3.65,2.16,3.98,1.2283142857142857,1.7842857142857145,1.7385714285714284
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,4.03,4.26,4.64,3.74,4.49,2.7,3.88,1.2528,1.9882714285714285,1.7385714285714284
53-3033.00,Light Truck Drivers,3.08,3.34,3.98,3.13,3.83,3.31,3.09,1.7547428571428572,2.427142857142857,1.4628571428571429
53-3051.00,"Bus Drivers, School",3.5,4.01,4.5,3.69,3.51,2.68,3.33,1.4670857142857143,2.608685714285714,1.6714285714285717
53-3052.00,"Bus Drivers, Transit and Intercity",3.91,3.68,4.26,2.96,4.22,2.52,2.81,1.4746714285714284,2.6977857142857147,1.595
53-3053.00,Shuttle Drivers and Chauffeurs,4.02,4.09,4.01,3.7,4.07,2.81,3.43,1.5837142857142856,2.646285714285714,1.625
53-4011.00,Locomotive Engineers,4.07,4.37,4.36,4.78,3.97,3.84,3.88,1.7885428571428572,2.725742857142857,2.02
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4.49,3.96,3.52,4.75,4.17,4.1,3.33,1.8196571428571429,3.1297999999999995,1.872228571428572
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",4.43,4.3,4.15,4.39,4.29,3.56,3.57,1.520342857142857,2.470942857142857,1.68
53-4031.00,Railroad Conductors and Yardmasters,4.3,3.84,4.32,4.17,4.0,3.77,3.37,1.3834,2.037057142857143,2.071428571428572
53-4041.00,Subway and Streetcar Operators,4.16,2.78,4.32,4.19,4.18,2.88,2.5,1.3111428571428572,2.946357142857143,1.872228571428572
53-5011.00,Sailors and Marine Oilers,4.22,3.07,3.64,4.46,3.64,4.13,3.68,1.661142857142857,3.226342857142857,1.8571428571428568
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",4.31,4.54,4.63,4.47,4.61,4.08,4.35,1.8885714285714288,3.262857142857143,2.19
53-5022.00,Motorboat Operators,2.65,4.96,4.99,4.43,4.54,4.06,4.42,1.615557142857143,2.571142857142857,2.0028571428571427
53-5031.00,Ship Engineers,4.47,3.98,4.19,4.7,4.51,3.6,3.94,2.001142857142857,3.4290000000000003,2.0028571428571427
53-6011.00,Bridge and Lock Tenders,4.16,4.15,3.63,3.8,3.85,2.21,3.85,1.2142857142857144,1.931357142857143,1.7485714285714289
53-6021.00,Parking Attendants,3.46,2.91,3.24,3.21,3.59,2.89,3.41,1.152,1.8799142857142856,1.595
53-6031.00,Automotive and Watercraft Service Attendants,3.71,4.4,4.53,3.67,4.5,3.49,3.75,1.7409285714285714,2.2464,1.605714285714286
53-6041.00,Traffic Technicians,2.15,4.0,3.89,2.94,3.82,3.2,3.64,1.7251285714285711,2.735857142857143,2.0028571428571427
53-6051.00,Transportation Inspectors,2.9,4.44,4.17,3.44,4.35,3.6,4.51,1.3722142857142856,3.307285714285714,2.044642857142857
53-6051.01,Aviation Inspectors,4.58,4.38,4.75,4.17,4.49,4.11,4.38,1.9417,3.417057142857143,2.086428571428572
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",3.94,4.06,4.57,3.78,4.4,3.83,3.98,1.1165714285714283,2.221942857142857,1.625
53-6061.00,Passenger Attendants,2.4,2.84,3.7,3.24,2.87,2.51,2.53,1.1068857142857145,1.756,1.5207142857142857
53-7011.00,Conveyor Operators and Tenders,3.28,3.16,3.92,4.17,4.18,2.9,4.03,1.6889142857142856,2.450214285714286,1.7385714285714284
53-7021.00,Crane and Tower Operators,3.99,4.0,4.17,4.73,3.99,3.71,3.97,1.6604,2.7657857142857143,1.7485714285714289
53-7031.00,Dredge Operators,3.19,3.78,4.17,3.13,3.76,3.19,3.44,1.3957428571428572,2.088742857142857,1.7485714285714289
53-7041.00,Hoist and Winch Operators,4.51,4.71,4.59,4.81,4.61,3.14,4.57,2.1794714285714285,2.5067142857142857,1.8035714285714288
53-7051.00,Industrial Truck and Tractor Operators,4.27,4.2,4.26,4.16,4.18,3.41,4.04,1.5113714285714284,2.725428571428571,1.5300000000000002
53-7061.00,Cleaners of Vehicles and Equipment,3.04,4.24,3.14,3.66,3.35,3.49,4.1,1.822742857142857,2.474285714285714,1.3125
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",3.66,3.77,3.85,3.58,3.6,2.44,3.94,1.3594142857142857,1.5837142857142856,1.394285714285714
53-7062.04,Recycling and Reclamation Workers,2.97,3.51,3.17,3.61,3.28,3.54,3.6,1.501942857142857,2.267957142857143,1.4906285714285716
53-7063.00,Machine Feeders and Offbearers,2.99,2.98,2.67,3.4,2.54,3.2,3.13,1.161657142857143,1.7858285714285715,1.4821428571428572
53-7064.00,"Packers and Packagers, Hand",2.58,3.24,3.63,3.65,3.3,3.59,3.36,1.7057142857142855,2.4871857142857143,1.335714285714286
53-7065.00,Stockers and Order Fillers,2.21,3.85,3.42,2.81,3.37,2.6,3.84,1.301742857142857,1.8389142857142855,1.5207142857142857
53-7071.00,Gas Compressor and Gas Pumping Station Operators,4.41,4.3,3.91,4.76,4.01,3.61,4.31,1.7314857142857143,3.436571428571429,1.7857142857142856
53-7072.00,"Pump Operators, Except Wellhead Pumpers",3.59,3.96,4.28,4.45,4.18,3.03,4.09,2.352657142857143,3.161142857142857,1.8571428571428568
53-7073.00,Wellhead Pumpers,3.67,4.51,4.37,3.09,3.97,3.24,4.59,1.6812142857142858,2.506214285714286,1.872228571428572
53-7081.00,Refuse and Recyclable Material Collectors,3.17,3.91,2.95,2.92,3.28,2.21,3.68,1.0836857142857144,1.484714285714286,1.4179428571428572
53-7121.00,"Tank Car, Truck, and Ship Loaders",4.74,3.92,4.4,4.52,4.15,3.67,3.89,1.902,3.1245142857142856,1.7734857142857143
