O*NET-SOC Code,Title,Alias
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,BRSSM
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Redevelopment Specialists and Site Manager
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Redevelopment Specialists & Site Managers
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Redevelopment Specialists / Site Managers
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Redevelopment Specialists and Site Mgrs
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Redevelopment Specs and Site Managers
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Redevelopment Specialists and Site
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Category: Business & Management
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Business and Management
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Business & Management
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Business&Management
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes","Agents and Business Managers of Artists, Performers, and Athlete"
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Agents and Business Managers of Artists Performers and Athletes
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes","Agents & Business Managers of Artists, Performers, & Athletes"
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes","Agents / Business Managers of Artists, Performers, / Athletes"
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes","Agents and Business Mgrs of Artists, Performers, and Athletes"
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Category: Arts & Media
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Arts and Media
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Arts & Media
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Arts&Media
13-1021.00,"Buyers and Purchasing Agents, Farm Products",B.P.A.F.P.
13-1021.00,"Buyers and Purchasing Agents, Farm Products",BPAFP
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Buyers and Purchasing Agents Farm Products
13-1021.00,"Buyers and Purchasing Agents, Farm Products","Buyers and Purchasing Agents, Farm Product"
13-1021.00,"Buyers and Purchasing Agents, Farm Products","Buyers & Purchasing Agents, Farm Products"
13-1021.00,"Buyers and Purchasing Agents, Farm Products","Buyers / Purchasing Agents, Farm Products"
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Category: Agriculture
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Agriculture
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Wholesale and Retail Buyers Except Farm Products
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products","Wholesale and Retail Buyers, Except Farm Product"
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products","Wholesale & Retail Buyers, Except Farm Products"
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products","Wholesale / Retail Buyers, Except Farm Products"
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Category: Sales
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Sales
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchasing Agents, Except Wholesale, Retail, and Farm Product"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchasing Agents, Except Wholesale, Retail, & Farm Products"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchasing Agents, Except Wholesale, Retail, / Farm Products"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Purchasing Agents Except Wholesale Retail and Farm Products
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Category: Manufacturing
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Manufacturing
13-1031.00,"Claims Adjusters, Examiners, and Investigators",C.A.E.I.
13-1031.00,"Claims Adjusters, Examiners, and Investigators",CAEI
13-1031.00,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Examiners, and Investigator"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Claims Adjusters Examiners and Investigators
13-1031.00,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Examiners, & Investigators"
13-1031.00,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Examiners, / Investigators"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Category: Legal & Government
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Legal and Government
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Legal & Government
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Legal&Government
13-1032.00,"Insurance Appraisers, Auto Damage",I.A.A.D.
13-1032.00,"Insurance Appraisers, Auto Damage",IAAD
13-1032.00,"Insurance Appraisers, Auto Damage","Insurance Appraisers, Auto Damages"
13-1032.00,"Insurance Appraisers, Auto Damage",Insurance Appraisers Auto Damage
13-1032.00,"Insurance Appraisers, Auto Damage",Category: Other
13-1032.00,"Insurance Appraisers, Auto Damage",Other
13-1041.00,Compliance Officers,C.O.
13-1041.00,Compliance Officers,CO
13-1041.00,Compliance Officers,Category: Legal & Government
13-1041.00,Compliance Officers,Legal and Government
13-1041.00,Compliance Officers,Compliance Officer
13-1041.00,Compliance Officers,Legal & Government
13-1041.00,Compliance Officers,Legal&Government
13-1041.00,Compliance Officers,Compliance
13-1041.01,Environmental Compliance Inspectors,E.C.I.
13-1041.01,Environmental Compliance Inspectors,ECI
13-1041.01,Environmental Compliance Inspectors,Environmental Compliance Inspector
13-1041.01,Environmental Compliance Inspectors,Category: Other
13-1041.01,Environmental Compliance Inspectors,Other
13-1041.03,Equal Opportunity Representatives and Officers,E.O.R.O.
13-1041.03,Equal Opportunity Representatives and Officers,EORO
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Representatives and Officer
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Representatives & Officers
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Representatives / Officers
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Representatives and
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Reps and Officers
13-1041.03,Equal Opportunity Representatives and Officers,Category: Legal & Government
13-1041.03,Equal Opportunity Representatives and Officers,Legal and Government
13-1041.03,Equal Opportunity Representatives and Officers,Legal & Government
13-1041.03,Equal Opportunity Representatives and Officers,Legal&Government
13-1041.04,Government Property Inspectors and Investigators,G.P.I.I.
13-1041.04,Government Property Inspectors and Investigators,GPII
13-1041.04,Government Property Inspectors and Investigators,Government Property Inspectors and Investigator
13-1041.04,Government Property Inspectors and Investigators,Government Property Inspectors & Investigators
13-1041.04,Government Property Inspectors and Investigators,Government Property Inspectors / Investigators
13-1041.04,Government Property Inspectors and Investigators,Category: Legal & Government
13-1041.04,Government Property Inspectors and Investigators,Legal and Government
13-1041.04,Government Property Inspectors and Investigators,Legal & Government
13-1041.04,Government Property Inspectors and Investigators,Legal&Government
13-1041.06,Coroners,Category: Healthcare
13-1041.06,Coroners,Healthcare
13-1041.06,Coroners,Coroner
13-1041.07,Regulatory Affairs Specialists,R.A.S.
13-1041.07,Regulatory Affairs Specialists,RAS
13-1041.07,Regulatory Affairs Specialists,Category: Finance & Accounting
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Specialist
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Specs
13-1041.07,Regulatory Affairs Specialists,Finance and Accounting
13-1041.07,Regulatory Affairs Specialists,Finance & Accounting
13-1041.07,Regulatory Affairs Specialists,Finance&Accounting
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs
13-1041.08,Customs Brokers,C.B.
13-1041.08,Customs Brokers,CB
13-1041.08,Customs Brokers,Category: Finance & Accounting
13-1041.08,Customs Brokers,Finance and Accounting
13-1041.08,Customs Brokers,Finance & Accounting
13-1041.08,Customs Brokers,Finance&Accounting
13-1041.08,Customs Brokers,Customs Broker
13-1051.00,Cost Estimators,C.E.
13-1051.00,Cost Estimators,CE
13-1051.00,Cost Estimators,Category: Skilled Trades
13-1051.00,Cost Estimators,Cost Estimator
13-1051.00,Cost Estimators,Skilled Trades
13-1051.00,Cost Estimators,SkilledTrades
13-1071.00,Human Resources Specialists,H.R.S.
13-1071.00,Human Resources Specialists,H.R.
13-1071.00,Human Resources Specialists,HRS
13-1071.00,Human Resources Specialists,HR
13-1071.00,Human Resources Specialists,Human Resources Specialist
13-1071.00,Human Resources Specialists,Human Resources Specs
13-1071.00,Human Resources Specialists,Category: Other
13-1071.00,Human Resources Specialists,Human Resources
13-1071.00,Human Resources Specialists,Other
13-1074.00,Farm Labor Contractors,F.L.C.
13-1074.00,Farm Labor Contractors,FLC
13-1074.00,Farm Labor Contractors,Category: Agriculture
13-1074.00,Farm Labor Contractors,Farm Labor Contractor
13-1074.00,Farm Labor Contractors,Agriculture
13-1075.00,Labor Relations Specialists,L.R.S.
13-1075.00,Labor Relations Specialists,LRS
13-1075.00,Labor Relations Specialists,Category: Business & Management
13-1075.00,Labor Relations Specialists,Labor Relations Specialist
13-1075.00,Labor Relations Specialists,Business and Management
13-1075.00,Labor Relations Specialists,Business & Management
13-1075.00,Labor Relations Specialists,Labor Relations Specs
13-1075.00,Labor Relations Specialists,Business&Management
13-1075.00,Labor Relations Specialists,Labor Relations
13-1081.00,Logisticians,Category: Other
13-1081.00,Logisticians,Logistician
13-1081.00,Logisticians,Other
13-1081.01,Logistics Engineers,L.E.
13-1081.01,Logistics Engineers,LE
13-1081.01,Logistics Engineers,Category: Information Technology
13-1081.01,Logistics Engineers,Information Technology
13-1081.01,Logistics Engineers,InformationTechnology
13-1081.01,Logistics Engineers,Logistics Engineer
13-1081.01,Logistics Engineers,Logistics Engs
13-1081.01,Logistics Engineers,Logistics
13-1081.02,Logistics Analysts,L.A.
13-1081.02,Logistics Analysts,LA
13-1081.02,Logistics Analysts,Category: Transportation
13-1081.02,Logistics Analysts,Logistics Analyst
13-1081.02,Logistics Analysts,Transportation
13-1082.00,Project Management Specialists,P.M.S.
13-1082.00,Project Management Specialists,PMS
13-1082.00,Project Management Specialists,Category: Finance & Accounting
13-1082.00,Project Management Specialists,Project Management Specialist
13-1082.00,Project Management Specialists,Project Management Specs
13-1082.00,Project Management Specialists,Finance and Accounting
13-1082.00,Project Management Specialists,Finance & Accounting
13-1082.00,Project Management Specialists,Finance&Accounting
13-1082.00,Project Management Specialists,Project Management
13-1111.00,Management Analysts,M.A.
13-1111.00,Management Analysts,MA
13-1111.00,Management Analysts,Category: Business & Management
13-1111.00,Management Analysts,Business and Management
13-1111.00,Management Analysts,Business & Management
13-1111.00,Management Analysts,Business&Management
13-1111.00,Management Analysts,Management Analyst
13-1121.00,"Meeting, Convention, and Event Planners",M.C.E.P.
13-1121.00,"Meeting, Convention, and Event Planners",MCEP
13-1121.00,"Meeting, Convention, and Event Planners","Meeting, Convention, and Event Planner"
13-1121.00,"Meeting, Convention, and Event Planners",Meeting Convention and Event Planners
13-1121.00,"Meeting, Convention, and Event Planners","Meeting, Convention, & Event Planners"
13-1121.00,"Meeting, Convention, and Event Planners","Meeting, Convention, / Event Planners"
13-1121.00,"Meeting, Convention, and Event Planners",Category: Other
