O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Work With or Contribute to a Work Group or Team,"Communicating with Supervisors, Peers, or Subordinates Combined",Instructing Combined,Performing for or Working Directly with the Public Combined,Negotiation Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Resolving Conflicts and Negotiating with Others Combined,Social Perceptiveness Combined,Developing and Building Teams Combined,Communicating with People Outside the Organization Combined,Service Orientation Combined,Persuasion Combined
13-2041.00,Credit Analysts,2.5,3.7,2.4,2.4,2.0,1.0,4.68,2.35,3.39,3.1589285714285715,1.3808,1.1457142857142857,1.542142857142857,1.975,1.9142857142857144,1.5981428571428573,1.822857142857143,1.5942857142857143,1.8635714285714289,1.8571428571428568,1.4928571428571429
13-2052.00,Personal Financial Advisors,2.32,3.92,2.92,3.85,2.0,1.04,4.12,2.0,3.25,2.7094857142857145,1.8571428571428568,2.364,1.8571428571428568,2.3053142857142856,2.3184000000000005,2.1085714285714285,2.354914285714286,1.8736,3.476285714285714,2.4522285714285714,2.19
13-2053.00,Insurance Underwriters,3.52,4.5,2.8,3.57,3.27,1.07,4.38,1.9,3.8,2.898571428571429,1.655,1.38,1.7200000000000002,1.7336714285714283,1.7594714285714288,2.5873,1.8571428571428568,1.7719999999999998,2.798142857142857,1.8571428571428568,1.7385714285714284
13-2061.00,Financial Examiners,2.74,4.61,4.04,3.22,2.35,1.04,4.78,2.35,4.7,3.6149714285714287,2.275,1.146942857142857,1.8057142857142856,2.468142857142857,2.147,2.2679,2.354914285714286,2.677,3.3236,1.8571428571428568,1.837942857142857
13-2071.00,Credit Counselors,2.71,4.48,2.88,3.58,3.52,1.36,3.96,2.6,3.76,2.5344,1.8057142857142856,2.671542857142857,2.044642857142857,2.1222,1.9584142857142857,2.133942857142857,2.096342857142857,1.552857142857143,3.0057142857142853,2.31,2.19
13-2072.00,Loan Officers,3.19,4.83,3.9,4.55,3.32,1.45,4.89,2.34,4.53,3.023971428571428,1.7385714285714284,2.600542857142857,1.8057142857142856,1.5401714285714283,1.456342857142857,2.1237142857142857,1.9642857142857144,2.121142857142857,2.919314285714286,2.0,1.8057142857142856
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2.77,4.52,3.06,4.53,3.61,1.64,4.11,1.56,4.23,3.080342857142857,1.837942857142857,3.618,1.8914285714285717,1.6054285714285714,2.1892571428571426,2.153028571428571,1.8571428571428568,2.1328571428571426,3.549714285714286,1.8057142857142856,1.7734857142857143
13-2082.00,Tax Preparers,2.48,4.0,2.19,3.67,2.55,1.3,4.1,1.62,2.86,2.5694857142857144,1.7200000000000002,2.3994285714285715,1.5357142857142858,1.7378999999999998,2.063885714285714,2.115785714285714,1.7385714285714284,1.617914285714286,2.4246,1.8571428571428568,1.6063428571428573
13-2099.01,Financial Quantitative Analysts,2.25,3.65,3.17,2.25,2.0,1.05,4.28,2.45,4.11,3.200357142857143,1.9285714285714288,1.0425,1.7734857142857143,2.185714285714286,2.1839285714285714,1.48,1.8571428571428568,1.922857142857143,2.474285714285714,1.7734857142857143,2.023657142857143
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.2,4.12,3.8,3.88,3.16,1.88,4.33,2.76,4.36,3.5645714285714294,1.8571428571428568,1.7666285714285714,1.9449142857142856,2.3638857142857144,2.6342857142857143,2.659428571428572,2.1492,2.4832,3.1824,1.8571428571428568,2.086428571428572
15-1211.00,Computer Systems Analysts,2.36,4.49,3.55,2.84,2.42,1.17,4.21,2.32,4.35,3.0967285714285717,1.9722285714285717,1.0689,1.5357142857142858,1.6861714285714289,1.7748142857142857,1.9585,1.9449142857142856,1.7337142857142858,2.1674285714285717,1.8571428571428568,1.75
15-1211.01,Health Informatics Specialists,2.9,4.38,4.42,3.38,2.76,1.52,4.3,2.76,4.85,3.8512,2.3192,1.406214285714286,1.8571428571428568,2.6768,3.086071428571429,2.537842857142857,2.096342857142857,3.1978,2.7292,2.06,2.0342857142857143
15-1212.00,Information Security Analysts,2.92,4.32,3.43,2.87,2.62,1.1,4.47,2.08,4.18,3.262857142857144,1.837942857142857,1.1703571428571429,1.6364285714285711,1.710942857142857,1.7883857142857145,1.7541142857142855,1.6875,1.7372285714285711,2.1654142857142857,1.7385714285714284,1.6665142857142858
15-1221.00,Computer and Information Research Scientists,2.59,4.44,3.56,3.66,2.12,1.0,4.69,3.13,4.44,3.244,1.9657142857142855,1.2563571428571427,1.5614285714285714,1.5129142857142857,2.1149142857142857,1.7727999999999997,1.8914285714285717,1.6768,2.955,1.7200000000000002,1.875
15-1231.00,Computer Network Support Specialists,2.58,4.72,3.46,3.51,2.77,1.05,4.8,1.93,4.61,3.1782428571428567,1.7521428571428572,1.0597857142857143,1.3571428571428572,1.7140000000000002,1.922257142857143,1.9750857142857143,1.7734857142857143,1.5674428571428571,1.9345285714285712,1.6171428571428572,1.467857142857143
15-1232.00,Computer User Support Specialists,2.33,4.38,4.25,2.01,2.93,1.33,4.83,2.03,4.07,3.7888000000000006,2.0342857142857143,1.2108285714285714,1.4691999999999998,1.928428571428572,2.0914,1.7556571428571428,1.8328571428571427,1.8736,2.614471428571428,1.9449142857142856,1.5508
15-1241.00,Computer Network Architects,2.4,4.15,3.6,2.9,2.65,1.2,4.45,2.5,3.95,3.164285714285714,2.071428571428571,1.402857142857143,1.8914285714285717,1.9642857142857144,2.396571428571429,2.2592857142857143,1.8571428571428568,1.8192857142857144,2.446428571428571,1.8914285714285717,1.9285714285714288
15-1241.01,Telecommunications Engineering Specialists,2.86,4.52,3.71,3.71,2.57,1.38,4.68,2.29,4.43,3.346685714285714,1.75,1.5539428571428573,1.6875,2.0477142857142856,2.0191428571428567,2.23,1.9449142857142856,2.2464142857142857,2.7285714285714286,1.8571428571428568,1.8914285714285717
15-1242.00,Database Administrators,2.44,4.13,3.58,2.13,2.24,1.23,3.19,1.6,4.58,3.0082857142857145,2.071428571428571,1.004457142857143,1.2857142857142856,1.3859,2.142857142857143,2.4105142857142856,1.8057142857142856,1.8577142857142857,1.6071714285714287,1.8057142857142856,1.6364285714285711
15-1243.00,Database Architects,2.9,3.81,3.67,2.38,2.24,1.14,4.29,2.43,4.19,3.3355,1.9722285714285717,1.0814285714285714,1.6665142857142858,2.3390285714285715,2.3084285714285717,2.2062142857142857,1.8571428571428568,2.1800571428571427,2.060142857142857,1.8571428571428568,1.8057142857142856
15-1243.01,Data Warehousing Specialists,2.61,3.43,3.04,1.91,2.04,1.0,4.45,1.91,4.3,3.0411571428571427,1.7822285714285715,1.0147857142857142,1.6063428571428573,1.9018,2.0472,1.7401428571428572,1.8571428571428568,2.031528571428572,1.6991999999999998,1.6063428571428573,1.78
15-1244.00,Network and Computer Systems Administrators,2.41,4.46,2.71,1.8,3.08,1.21,4.51,1.53,4.2,2.765371428571428,1.9722285714285717,1.0530428571428572,1.6171428571428572,1.719642857142857,1.9167142857142856,1.534157142857143,1.8571428571428568,1.512,1.9051428571428568,1.8571428571428568,1.75
15-1251.00,Computer Programmers,2.48,4.15,2.9,2.28,2.21,1.0,4.58,2.48,4.21,3.2580714285714283,1.6685714285714286,1.1517142857142857,1.3392000000000002,1.8175,1.7032142857142856,1.4212,1.9085714285714288,2.173,1.9282857142857144,1.5142857142857142,1.6364285714285711
15-1252.00,Software Developers,1.72,3.88,3.74,1.93,1.46,1.0,3.0,1.62,4.56,2.9010857142857147,1.837942857142857,1.0041142857142855,1.6665142857142858,1.6033857142857144,1.6457285714285714,1.4805428571428572,1.9077714285714285,1.244,1.4581714285714285,1.8057142857142856,1.78
15-1253.00,Software Quality Assurance Analysts and Testers,3.03,4.0,2.97,2.12,2.39,1.24,4.69,2.44,4.42,3.516114285714286,1.6665142857142858,1.032457142857143,1.3392000000000002,2.186114285714286,1.9918,2.0423142857142857,1.7734857142857143,2.2845,1.6886285714285714,1.5892857142857142,1.5614285714285714
15-1254.00,Web Developers,2.88,3.88,3.04,2.46,2.5,1.17,4.33,1.96,4.0,2.8020571428571426,1.8125,1.1647714285714286,1.6875,1.6342857142857143,1.8601,1.8272,1.7385714285714284,2.0317857142857143,2.0812,1.7734857142857143,1.837942857142857
15-1255.01,Video Game Designers,2.8,4.05,3.85,2.05,2.05,1.05,4.7,2.35,4.75,3.4514285714285715,1.8728571428571428,1.14,1.8571428571428568,1.752857142857143,1.7542857142857144,2.392,1.8914285714285717,2.347142857142857,1.8985714285714288,1.6875,1.8914285714285717
15-1299.01,Web Administrators,2.3,3.6,3.78,2.75,2.2,1.1,4.45,2.15,4.2,3.5405714285714285,2.0342857142857143,1.48,1.5892857142857142,2.393214285714285,2.4935714285714283,1.7892857142857144,1.8057142857142856,2.588857142857143,2.112857142857143,1.7734857142857143,1.5614285714285714
15-1299.02,Geographic Information Systems Technologists and Technicians,1.99,3.69,3.56,3.13,1.92,1.26,4.39,2.45,4.29,3.3322,1.5677714285714286,1.6799428571428572,1.32,1.962742857142857,2.3290285714285712,1.4035,1.7485714285714289,1.6292,2.5107714285714287,1.655,1.5785714285714287
15-1299.03,Document Management Specialists,2.55,3.79,3.61,2.89,2.44,1.3,4.59,2.63,4.22,3.3807142857142853,1.8571428571428568,1.2907142857142857,1.7200000000000002,2.275714285714286,2.3200000000000003,2.2439285714285715,1.8914285714285717,2.2857142857142856,2.2321428571428568,1.8571428571428568,1.7734857142857143
15-1299.05,Information Security Engineers,2.47,4.11,3.67,3.0,2.79,1.32,3.79,2.53,4.32,3.4263714285714286,2.06,1.1602571428571429,1.75,2.462628571428572,2.9258571428571427,1.7824,1.9285714285714288,2.3726142857142856,2.730114285714286,1.6665142857142858,1.8728571428571428
15-1299.08,Computer Systems Engineers/Architects,3.05,4.09,3.2,3.14,2.9,1.36,4.3,1.91,4.0,2.98,1.8914285714285717,1.2524285714285714,1.75,2.1865428571428573,2.3727,1.8066142857142855,1.8571428571428568,1.9673714285714283,2.229685714285714,1.8571428571428568,1.8057142857142856
15-1299.09,Information Technology Project Managers,3.76,4.57,4.2,3.57,3.25,1.29,4.35,3.33,4.75,4.071000000000001,1.9842857142857144,1.6728571428571428,2.275,2.965228571428571,2.552142857142857,3.5364571428571434,2.3192,3.7048,3.328085714285714,2.0028571428571427,2.096342857142857
15-2011.00,Actuaries,2.21,3.79,2.81,2.43,1.67,1.11,4.6,2.21,4.19,3.5234,1.845,1.116442857142857,1.8125,2.439942857142857,2.0520571428571426,1.8427,1.8571428571428568,2.057771428571429,2.5725,1.8571428571428568,1.9722285714285717
15-2021.00,Mathematicians,1.9,3.35,2.35,2.0,2.05,1.25,4.26,2.95,3.39,2.7142857142857144,2.1085714285714285,1.175,1.268571428571429,2.4692857142857143,3.623214285714286,1.3535714285714286,1.8057142857142856,1.8257142857142856,2.625928571428572,1.25,1.7200000000000002
15-2031.00,Operations Research Analysts,2.29,3.62,3.43,2.38,1.81,1.24,4.29,2.52,4.33,3.3223571428571432,1.8571428571428568,1.2327142857142857,1.3808,1.8610428571428568,2.143,1.9851571428571428,1.7734857142857143,2.268185714285714,2.517428571428572,1.7200000000000002,1.837942857142857
15-2041.00,Statisticians,2.48,3.38,3.15,2.24,2.2,1.19,4.33,2.81,4.42,3.681142857142857,1.837942857142857,1.157,1.2857142857142856,2.0857142857142854,2.5188571428571427,1.6942857142857144,1.75,2.1567857142857143,2.5642,1.3785714285714286,1.5614285714285714
15-2041.01,Biostatisticians,2.46,3.71,3.38,2.75,2.12,1.04,4.25,2.5,4.38,3.4000000000000004,2.211428571428572,1.2088571428571429,1.3571428571428572,2.0812,2.1654142857142857,1.7990714285714289,1.7734857142857143,2.158671428571428,2.7812714285714284,1.6875,1.7200000000000002
15-2051.01,Business Intelligence Analysts,2.32,3.32,3.29,2.0,1.86,1.0,4.21,2.59,4.14,3.413271428571429,1.8571428571428568,1.1070428571428572,1.6171428571428572,2.1532857142857145,2.1142857142857143,1.7041428571428572,1.7734857142857143,1.7416,2.1685714285714286,1.7734857142857143,1.8057142857142856
15-2051.02,Clinical Data Managers,2.8,4.25,4.15,2.8,2.47,1.11,4.1,2.25,4.35,3.1942857142857144,2.071428571428571,1.0814285714285714,1.51,2.086428571428572,2.1410714285714283,2.0542857142857143,2.06,2.217142857142857,2.7648571428571422,1.655,1.655
15-2099.01,Bioinformatics Technicians,2.0,3.88,2.91,2.85,1.85,1.62,4.21,2.2,4.33,3.3788,1.8728571428571428,1.3729142857142858,1.5892857142857142,1.7954285714285714,1.9567142857142856,1.2716,1.8057142857142856,1.4646857142857144,1.6340571428571429,1.6171428571428572,1.7200000000000002
17-1011.00,"Architects, Except Landscape and Naval",2.95,4.57,4.1,3.62,2.75,1.35,4.6,2.71,4.58,3.268,1.822857142857143,1.969,2.06,2.589728571428571,2.6717714285714287,2.6962,2.044642857142857,2.867171428571429,3.3605714285714288,1.9077714285714285,2.06
17-1012.00,Landscape Architects,2.65,4.05,3.89,3.65,2.6,1.21,4.47,2.45,4.42,3.295,1.8571428571428568,2.162857142857143,1.9449142857142856,2.359642857142857,2.337357142857143,1.8937142857142857,2.354914285714286,2.56,3.234571428571429,2.086428571428572,2.06
17-1021.00,Cartographers and Photogrammetrists,2.58,4.2,4.06,4.24,2.12,1.18,4.58,2.26,4.43,2.828842857142857,1.75,2.4436,1.4179428571428572,1.3785571428571428,2.0767714285714285,2.057657142857143,1.822857142857143,1.9597714285714285,2.9548571428571435,1.6875,1.4179428571428572
17-1022.00,Surveyors,2.9,4.35,3.65,3.7,2.8,1.65,4.55,2.3,4.3,3.057142857142857,2.0,2.2375,1.5357142857142858,2.741428571428571,2.5814285714285714,2.662857142857143,1.8571428571428568,2.258928571428571,2.9,1.7200000000000002,1.5892857142857142
17-1022.01,Geodetic Surveyors,2.19,3.81,3.32,3.37,2.28,1.37,4.33,2.52,3.96,2.9257857142857144,1.8571428571428568,1.9302857142857144,1.268571428571429,1.9461428571428567,2.297142857142857,1.6118,1.7200000000000002,1.6985714285714286,2.7394,1.625,1.3785714285714286
17-2011.00,Aerospace Engineers,2.97,4.24,3.9,3.43,2.41,1.07,4.92,2.41,4.47,3.2307714285714284,1.9285714285714288,1.003,1.8571428571428568,2.004457142857143,2.4431857142857147,1.598642857142857,1.8914285714285717,1.8627142857142855,2.4032714285714287,1.7385714285714284,1.9449142857142856
17-2021.00,Agricultural Engineers,2.6,3.75,3.5,3.25,2.3,1.25,4.3,2.3,4.15,3.4685714285714284,1.8571428571428568,1.7425,1.75,1.9988571428571429,2.2439285714285715,2.083571428571428,1.9449142857142856,2.4771428571428578,2.9053571428571425,1.75,1.7734857142857143
17-2031.00,Bioengineers and Biomedical Engineers,2.35,3.78,3.39,2.83,2.22,1.22,4.3,2.52,4.39,3.2816,2.211428571428572,1.1749428571428573,1.8057142857142856,2.1714285714285717,2.6452,1.7361142857142855,1.9285714285714288,2.4475857142857143,2.685314285714285,1.8057142857142856,1.78
17-2041.00,Chemical Engineers,2.48,3.96,3.22,2.43,2.04,1.17,4.83,2.22,4.35,3.4451714285714283,1.8571428571428568,1.0661857142857143,1.7734857142857143,2.3206,2.1433714285714287,2.1914285714285717,1.9285714285714288,2.4198142857142857,2.0221857142857145,1.75,1.8057142857142856
17-2051.00,Civil Engineers,2.9,4.19,3.57,3.57,2.29,1.29,4.76,2.33,4.38,3.3265,1.8571428571428568,1.9942857142857144,1.8571428571428568,2.4579142857142857,2.2758571428571432,2.2670714285714286,2.0,2.8427999999999995,3.1175714285714284,1.8571428571428568,1.9285714285714288
17-2051.01,Transportation Engineers,3.0,4.27,3.86,3.95,2.48,1.23,4.73,2.36,4.5,3.59,1.8571428571428568,2.9707142857142856,1.9449142857142856,2.8447000000000005,2.6287,2.690285714285714,1.8057142857142856,2.827,3.294142857142857,1.8571428571428568,2.096342857142857
17-2051.02,Water/Wastewater Engineers,2.87,4.17,3.57,3.43,2.13,1.17,4.68,2.78,4.35,3.4696,2.096342857142857,1.8153142857142857,1.8571428571428568,2.926428571428572,2.4544,2.3463142857142856,1.8571428571428568,2.8308285714285715,3.2824,1.822857142857143,1.8914285714285717
17-2061.00,Computer Hardware Engineers,2.55,3.97,3.52,2.62,1.93,1.03,4.46,2.34,4.36,3.5303571428571425,2.0,1.1527857142857143,1.3785714285714286,2.171785714285714,2.3795,2.0070571428571427,1.6875,2.55,2.247314285714286,1.6364285714285711,1.6364285714285711
17-2071.00,Electrical Engineers,3.23,4.34,3.68,3.1,2.59,1.29,4.7,2.26,4.3,3.4454285714285717,1.8571428571428568,1.1542857142857144,1.7200000000000002,2.118785714285714,2.3672285714285715,2.080685714285714,1.8571428571428568,2.2573,2.894514285714286,1.6875,1.8057142857142856
17-2072.00,"Electronics Engineers, Except Computer",2.02,3.72,2.94,2.17,1.66,1.06,4.5,2.3,4.25,2.862628571428571,1.9285714285714288,1.0178571428571428,1.75,1.6827142857142858,1.8103857142857145,1.4570285714285716,1.8057142857142856,1.8686,2.582057142857143,1.7734857142857143,1.8057142857142856
17-2072.01,Radio Frequency Identification Device Specialists,3.19,4.34,4.12,3.71,2.69,1.03,4.66,2.28,4.45,3.286928571428571,2.0,1.4964285714285714,1.5892857142857142,1.8617571428571429,2.003257142857142,2.1763714285714286,1.8914285714285717,2.0905714285714287,2.888457142857143,1.7200000000000002,1.9077714285714285
17-2081.00,Environmental Engineers,2.62,4.05,3.65,4.0,2.45,1.29,4.42,2.57,4.4,3.325,1.8571428571428568,2.5264,1.8571428571428568,2.6038,2.7218285714285715,2.567757142857143,1.8571428571428568,2.7240571428571427,3.1015428571428574,1.7734857142857143,1.9285714285714288
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2.96,4.26,3.69,3.42,2.72,1.35,4.71,3.08,4.24,3.4384857142857137,2.2308,1.4795000000000005,1.8571428571428568,2.6900000000000004,3.0057142857142853,2.545342857142857,2.06,2.2373142857142856,2.741757142857143,1.9449142857142856,2.0
17-2111.02,Fire-Prevention and Protection Engineers,2.73,4.23,3.5,3.77,2.38,1.15,4.32,2.42,4.12,3.1142857142857143,1.9842857142857144,1.6424,1.8571428571428568,2.7028,2.7298285714285715,2.53,1.9085714285714288,2.4623714285714287,3.232,1.8571428571428568,2.06
17-2112.00,Industrial Engineers,3.36,4.53,3.86,3.87,2.86,1.18,4.88,3.11,4.6,2.9977142857142858,1.8571428571428568,1.0364714285714285,1.4691999999999998,1.6888,2.030885714285714,1.5828571428571427,1.8571428571428568,1.895457142857143,2.2382285714285715,1.6875,1.6063428571428573
17-2112.01,Human Factors Engineers and Ergonomists,2.53,3.95,3.53,3.4,2.32,1.3,4.58,2.8,4.11,3.5500000000000003,2.1357142857142857,1.27,1.8057142857142856,2.367142857142857,3.107142857142857,2.2592857142857143,2.19,2.3915,2.436714285714286,1.8571428571428568,1.8057142857142856
17-2112.02,Validation Engineers,3.1,4.1,3.6,3.35,2.55,1.1,4.68,2.7,4.45,3.427857142857143,1.78,1.1764,1.6875,2.2592857142857143,2.3982142857142854,2.394742857142857,1.9085714285714288,2.314285714285714,2.5535714285714284,1.7200000000000002,1.7734857142857143
17-2112.03,Manufacturing Engineers,3.08,4.23,3.88,2.35,2.96,1.54,4.88,2.58,4.27,3.3763571428571435,2.1357142857142857,1.0672,1.8914285714285717,2.1,2.2265,2.1417714285714284,2.0,2.5023428571428568,1.9270857142857143,1.822857142857143,2.096342857142857
17-2121.00,Marine Engineers and Naval Architects,2.35,3.95,3.5,3.28,2.12,1.24,4.67,2.21,3.71,2.514828571428572,1.8728571428571428,1.8208428571428572,1.6665142857142858,1.7879714285714288,2.033785714285714,2.0225142857142857,1.9285714285714288,1.8397,2.7534857142857145,1.7036571428571428,1.75
17-2131.00,Materials Engineers,2.71,3.86,3.52,3.05,2.14,1.1,4.67,2.81,4.43,2.92,2.1750857142857143,1.6308571428571428,1.8914285714285717,2.692,2.853142857142857,2.0585714285714287,1.8914285714285717,2.615428571428572,2.928571428571429,1.9085714285714288,1.8914285714285717
17-2141.00,Mechanical Engineers,2.79,4.73,3.37,3.16,2.05,1.05,4.41,2.92,4.4,2.936628571428572,1.94,1.1344,1.722057142857143,1.7247142857142856,1.7662285714285717,1.6168,1.8057142857142856,1.822085714285714,2.1328,1.7734857142857143,1.78
17-2141.01,Fuel Cell Engineers,2.36,3.86,3.14,2.55,1.67,1.0,4.64,2.5,4.55,3.167414285714285,1.8914285714285717,1.1068571428571428,1.6364285714285711,2.2960000000000003,2.625,1.8410857142857144,1.8057142857142856,2.346157142857143,2.401428571428572,1.6063428571428573,1.7200000000000002
17-2141.02,Automotive Engineers,2.7,3.86,3.8,3.14,2.4,1.45,4.7,2.9,4.65,3.1214285714285714,2.0342857142857143,1.1060714285714286,1.8571428571428568,2.4016,2.394671428571429,2.4950428571428573,1.8571428571428568,2.423285714285714,2.6038,1.7385714285714284,1.9842857142857144
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.7,3.95,3.67,2.63,2.51,1.18,4.79,2.12,4.22,3.639828571428571,2.06,1.3001714285714283,1.8728571428571428,2.2431,2.6441714285714286,2.5228,1.8728571428571428,2.4265428571428576,2.5383285714285715,1.6063428571428573,1.9077714285714285
