O*NET-SOC Code,Title,Degree of Automation,"Exposed to Cramped Work Space, Awkward Positions",Importance of Repeating Same Tasks,Pace Determined by Speed of Equipment,Spend Time Making Repetitive Motions,Time Pressure,Operations Monitoring Combined,Evaluating Information to Determine Compliance with Standards Combined,"Monitoring Processes, Materials, or Surroundings Combined",Controlling Machines and Processes Combined,Monitoring Combined,Monitoring and Controlling Resources Combined
43-6012.00,Legal Secretaries and Administrative Assistants,1.94,1.17,4.19,1.53,3.06,4.01,1.16,1.9296142857142855,2.598942857142857,1.3224571428571428,1.8571428571428568,1.0574
43-6013.00,Medical Secretaries and Administrative Assistants,2.11,1.58,4.6,1.39,3.04,3.95,1.0803571428571428,2.4535714285714283,1.8767142857142856,1.359057142857143,1.822857142857143,1.9033142857142855
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.79,1.24,4.3,1.19,3.03,4.09,1.1257142857142857,2.038685714285714,1.8947714285714288,1.3111428571428572,1.9842857142857144,1.3627
43-9021.00,Data Entry Keyers,2.85,1.78,4.81,1.85,4.58,4.21,1.268571428571429,2.891,2.213457142857143,1.4964285714285714,1.7232142857142856,1.2750142857142857
43-9022.00,Word Processors and Typists,2.33,1.41,4.62,1.52,4.16,3.96,1.1071428571428572,2.0847999999999995,1.6498,1.3976,1.68,1.6287142857142856
43-9031.00,Desktop Publishers,2.24,1.03,3.26,1.45,3.55,4.52,1.3706285714285715,1.6042857142857143,1.768857142857143,1.3232428571428572,2.0,1.4097
43-9041.00,Insurance Claims and Policy Processing Clerks,3.19,1.19,4.48,1.62,3.88,3.94,1.157142857142857,2.591971428571428,2.1018428571428576,1.0671,1.822857142857143,1.1165714285714283
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.96,1.33,4.25,3.41,3.98,4.11,1.6714285714285717,1.3912428571428572,1.6877714285714287,1.9538,1.822857142857143,1.2437571428571428
43-9061.00,"Office Clerks, General",2.1,1.42,4.22,1.45,3.64,3.77,1.32,1.859457142857143,1.8426285714285715,1.2437714285714287,1.7734857142857143,1.2841428571428573
43-9071.00,"Office Machine Operators, Except Computer",2.42,1.27,3.19,3.21,2.68,4.38,1.872228571428572,1.421457142857143,1.867,2.0638428571428573,1.8571428571428568,1.9048
43-9081.00,Proofreaders and Copy Markers,2.41,1.12,4.67,1.02,4.48,4.7,1.0,1.9685714285714284,1.4442714285714289,1.0089142857142857,1.7385714285714284,1.0196714285714286
43-9111.00,Statistical Assistants,2.65,1.75,3.44,1.11,3.66,3.63,1.0407142857142857,2.1538857142857144,1.4512857142857143,1.0624,1.8571428571428568,1.1697142857142857
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",2.2,2.35,2.97,2.56,3.03,3.88,2.0608,2.326,2.786357142857143,2.5349714285714287,2.4971428571428573,2.2798
45-2011.00,Agricultural Inspectors,2.36,2.43,3.92,2.79,3.41,3.9,2.086428571428572,3.2295,2.527457142857142,1.421142857142857,2.6185714285714288,1.3178285714285711
45-2021.00,Animal Breeders,1.31,2.22,2.3,1.27,3.25,2.44,1.7385714285714284,1.725657142857143,2.358,1.341,1.8571428571428568,1.5682857142857145
45-2041.00,"Graders and Sorters, Agricultural Products",2.32,1.32,2.03,4.04,4.42,4.18,1.0885714285714283,1.8784857142857143,2.2016857142857145,1.624,1.5693714285714286,1.3236571428571429
45-2091.00,Agricultural Equipment Operators,2.04,1.35,2.41,3.59,2.11,3.4,2.422142857142857,1.605057142857143,1.846742857142857,2.905028571428572,1.5625,2.0042714285714287
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1.87,1.82,2.23,2.81,3.97,3.74,1.7485714285714289,1.8617142857142857,2.013657142857143,2.448485714285715,1.595,1.9693571428571428
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.82,1.69,2.76,1.52,3.0,2.37,1.9085714285714288,2.1025714285714288,2.9199714285714284,2.265142857142857,2.044642857142857,1.9032285714285715
45-3031.00,Fishing and Hunting Workers,1.45,2.52,2.5,2.0,3.6,3.05,1.4628571428571429,2.411714285714285,2.5031714285714286,2.518,1.5693714285714286,1.945
45-4011.00,Forest and Conservation Workers,1.34,1.87,2.54,2.18,2.85,3.0,1.6875,1.9072857142857145,2.6717714285714287,1.9676285714285715,1.872228571428572,1.442857142857143
45-4021.00,Fallers,1.47,3.06,2.53,2.76,3.72,2.83,1.8035714285714288,1.4464,2.7353,3.426142857142857,1.8839285714285712,1.1521428571428571
45-4022.00,Logging Equipment Operators,2.15,2.27,3.7,4.45,4.09,3.19,2.524285714285714,2.8239,2.932,3.911514285714286,1.8571428571428568,2.0324285714285715
45-4023.00,Log Graders and Scalers,2.02,1.84,3.66,3.45,3.58,3.81,1.7036571428571428,2.3653000000000004,2.7589,1.891,1.8571428571428568,2.317042857142857
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,1.58,2.41,2.7,2.73,3.18,4.13,1.7734857142857143,2.5638571428571426,2.8826285714285715,2.6956857142857142,2.1492,2.025442857142857
47-1011.03,Solar Energy Installation Managers,1.78,2.91,3.59,1.67,3.05,4.17,1.8571428571428568,2.7618285714285715,3.1312571428571427,2.096971428571429,2.4732142857142856,1.9154285714285717
47-2011.00,Boilermakers,1.69,3.37,2.87,2.15,3.32,4.09,2.337142857142857,2.0429714285714287,2.1876285714285717,2.208014285714285,1.8571428571428568,1.6475
47-2021.00,Brickmasons and Blockmasons,1.6,3.2,2.6,2.11,4.56,4.08,1.6428571428571428,2.3968857142857143,3.062857142857143,2.3178571428571426,1.822857142857143,2.2331
47-2022.00,Stonemasons,1.48,3.36,3.3,2.24,4.11,3.67,1.642057142857143,2.715657142857143,2.9291714285714283,2.9093285714285715,1.8571428571428568,1.924342857142857
47-2031.00,Carpenters,1.78,2.57,2.97,2.57,3.46,4.43,1.7385714285714284,2.1293714285714285,2.8524000000000003,2.597828571428572,2.19,1.823114285714286
47-2041.00,Carpet Installers,1.21,3.63,2.53,1.42,4.07,4.24,1.4906285714285716,1.7518857142857145,2.5037714285714285,2.3691285714285715,1.872228571428572,1.4341714285714289
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",1.59,3.84,2.28,1.05,3.62,3.32,1.3785714285714286,1.9298285714285717,2.1304,1.871,1.837942857142857,1.2783
47-2043.00,Floor Sanders and Finishers,1.82,3.23,3.38,3.07,4.57,3.97,1.6714285714285717,2.029,2.940914285714286,3.2557,1.7385714285714284,2.127
47-2044.00,Tile and Stone Setters,1.26,2.97,3.01,1.75,4.37,3.57,1.4821428571428572,2.011428571428572,2.533214285714285,1.8061428571428573,1.6875,1.3836428571428572
47-2051.00,Cement Masons and Concrete Finishers,2.46,2.83,3.09,4.39,4.5,3.77,1.595,1.9782571428571427,2.822857142857143,3.2642857142857142,1.9257142857142855,1.8485857142857145
47-2053.00,Terrazzo Workers and Finishers,1.5,2.48,2.76,3.32,3.82,4.29,1.5,1.6554285714285717,2.5837857142857144,2.949942857142857,1.655,1.4662428571428572
47-2061.00,Construction Laborers,1.3,3.27,2.65,3.18,2.94,4.11,1.822857142857143,2.0578,2.9169428571428573,3.3424000000000005,1.5785714285714287,2.024114285714286
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",2.54,2.88,2.96,3.8,3.94,3.46,2.1677714285714287,2.1677714285714287,2.283357142857142,3.3071428571428574,1.9257142857142855,1.3488571428571428
47-2072.00,Pile Driver Operators,1.6,3.2,3.07,3.34,3.73,3.63,2.551428571428572,2.2789714285714284,3.0858571428571424,4.085942857142857,1.9257142857142855,1.2986285714285717
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.32,2.4,2.39,3.99,4.19,4.04,2.044642857142857,2.8744,3.603171428571428,4.1269857142857145,1.9085714285714288,1.7901571428571428
47-2081.00,Drywall and Ceiling Tile Installers,1.99,3.09,3.47,2.05,4.08,3.73,1.4821428571428572,1.4929,1.81,1.6797857142857142,1.7036571428571428,1.3579428571428571
47-2082.00,Tapers,2.01,3.33,2.38,1.64,4.24,3.91,1.3785714285714286,1.3785142857142858,1.7344,1.7049999999999998,1.7036571428571428,1.123
47-2111.00,Electricians,1.14,4.4,3.37,2.23,4.34,4.32,1.9842857142857144,2.2502285714285715,3.0531,2.2470714285714286,2.06,2.2816
47-2121.00,Glaziers,1.43,3.06,3.08,2.4,3.64,3.93,1.7036571428571428,2.1430285714285717,2.3803428571428573,2.380657142857143,1.7200000000000002,1.3181714285714283
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.69,3.78,2.53,2.25,3.85,4.04,1.7734857142857143,1.7268571428571429,2.065142857142857,2.1451,1.7385714285714284,1.2873
47-2132.00,"Insulation Workers, Mechanical",1.41,3.98,2.44,1.55,4.15,4.27,1.625,1.8028,2.6553571428571425,1.7251285714285711,1.7857142857142856,1.7479999999999998
47-2141.00,"Painters, Construction and Maintenance",1.22,3.05,3.15,2.15,3.82,4.6,1.2857142857142856,2.0368,2.954728571428572,1.9464,1.7036571428571428,1.4658
47-2142.00,Paperhangers,1.63,2.83,2.98,1.49,4.1,4.03,1.4691999999999998,1.4187857142857143,1.9016,1.4341142857142857,1.625,1.4183285714285714
47-2151.00,Pipelayers,1.48,3.42,2.27,3.04,3.29,3.65,1.8571428571428568,1.704314285714286,2.168285714285714,2.6392857142857142,1.6665142857142858,1.4217142857142857
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",1.35,3.8,3.09,2.15,3.49,4.27,1.8571428571428568,1.8398285714285716,2.6303428571428573,2.9108,1.872228571428572,1.5756571428571426
47-2152.04,Solar Thermal Installers and Technicians,1.67,3.36,2.58,1.94,2.7,4.38,2.086428571428572,2.213457142857143,2.540785714285714,1.9118,2.044642857142857,1.3425142857142858
47-2161.00,Plasterers and Stucco Masons,2.16,2.38,2.31,3.06,4.0,3.24,1.6714285714285717,2.1348857142857143,2.1055714285714284,2.3456,1.7036571428571428,1.862857142857143
47-2171.00,Reinforcing Iron and Rebar Workers,1.86,3.24,3.06,2.89,4.31,4.43,1.595,1.7598,1.9150857142857145,2.0433285714285714,1.604285714285714,1.418
47-2181.00,Roofers,2.06,3.05,2.86,2.59,3.67,4.18,1.7485714285714289,2.395428571428572,2.888457142857143,2.3349857142857147,1.7857142857142856,1.847171428571429
47-2211.00,Sheet Metal Workers,2.7,2.77,3.28,3.53,4.0,3.98,1.7385714285714284,2.6607142857142856,3.110628571428572,2.1067,1.872228571428572,2.1877857142857144
47-2221.00,Structural Iron and Steel Workers,1.41,3.86,2.5,2.83,3.57,4.24,2.1228571428571428,2.2607142857142857,2.118857142857143,2.837885714285714,1.8571428571428568,1.0956571428571429
47-2231.00,Solar Photovoltaic Installers,1.48,3.69,3.64,2.07,3.76,3.89,1.872228571428572,2.374571428571429,2.818285714285714,2.2377857142857143,1.9085714285714288,1.7428857142857144
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2.04,3.45,3.14,3.38,4.16,4.44,1.625,2.0663714285714283,3.002628571428572,2.876,1.7485714285714289,1.2085142857142857
47-3012.00,Helpers--Carpenters,1.92,3.66,2.5,2.83,3.77,4.0,1.5693714285714286,2.1594571428571427,2.021428571428572,2.6678,1.68,1.2172
47-3013.00,Helpers--Electricians,1.5,4.25,3.28,1.8,3.84,3.91,1.7734857142857143,2.9932,3.137342857142857,2.945071428571428,1.5625,2.151228571428572
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.51,2.2,3.05,2.46,4.0,3.64,1.5508,1.6623714285714284,1.5712000000000002,1.3294,1.595,1.1452
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.38,4.02,2.78,2.65,3.73,3.84,1.335714285714286,2.8096,2.498285714285714,2.485,1.604285714285714,1.7869
47-3016.00,Helpers--Roofers,2.85,2.75,2.64,2.34,3.84,3.1,1.394285714285714,1.8831857142857145,2.6739571428571427,2.0864000000000003,1.7142857142857144,1.9597714285714285
47-4011.00,Construction and Building Inspectors,2.04,2.68,2.84,1.68,2.28,4.08,1.7200000000000002,3.1741714285714284,2.1387428571428573,1.290057142857143,1.8571428571428568,1.5883428571428573
47-4011.01,Energy Auditors,1.75,3.24,2.59,1.5,2.0,4.1,1.8571428571428568,2.8630857142857145,2.8612,1.9581142857142857,2.105,1.5906285714285713
47-4021.00,Elevator and Escalator Installers and Repairers,2.0,4.57,3.64,2.54,3.55,4.08,2.31,3.068142857142857,2.670014285714286,3.6847857142857143,1.9085714285714288,1.8821714285714284
47-4031.00,Fence Erectors,2.39,3.28,3.45,2.35,4.14,4.52,1.7385714285714284,1.6828857142857143,1.7352999999999998,2.7584714285714287,1.822857142857143,1.6604285714285716
47-4041.00,Hazardous Materials Removal Workers,2.1,3.28,3.16,2.79,3.49,3.88,1.9642857142857144,2.6,2.6343,2.092342857142857,2.1677714285714287,1.893
47-4051.00,Highway Maintenance Workers,2.29,2.74,3.51,3.35,4.22,3.72,2.071428571428572,2.161671428571429,2.5565999999999995,2.7917714285714283,1.8328571428571427,1.841685714285714
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2.15,2.94,3.3,3.64,3.91,3.9,2.2767857142857144,2.3463571428571424,2.7241428571428568,2.752,1.872228571428572,1.682757142857143
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1.56,3.01,2.97,2.87,3.54,3.82,2.1228571428571428,1.6788571428571428,2.103657142857143,1.9894,1.7734857142857143,1.2982857142857145
47-4091.00,Segmental Pavers,2.61,1.85,3.23,1.86,3.35,4.06,1.7485714285714289,2.1601714285714286,2.2342,2.5812,1.7734857142857143,1.6252285714285717
47-4099.03,Weatherization Installers and Technicians,1.68,4.0,3.09,2.48,2.77,3.83,1.872228571428572,2.580757142857143,2.646285714285714,2.221942857142857,2.105,2.209714285714286
47-5011.00,"Derrick Operators, Oil and Gas",1.66,3.79,4.17,3.08,4.28,3.21,2.662857142857143,1.4646,2.5085714285714285,3.2474285714285718,2.19,1.5994000000000002
47-5012.00,"Rotary Drill Operators, Oil and Gas",1.83,3.29,4.39,3.79,3.72,4.1,2.31,2.638257142857143,2.9337142857142857,3.4938571428571428,2.1607142857142856,1.8237142857142856
47-5013.00,"Service Unit Operators, Oil and Gas",2.11,4.12,4.09,4.07,3.88,4.35,2.551428571428572,2.5762285714285715,3.4615428571428573,3.7613,2.265085714285714,1.5816571428571429
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1.73,2.62,3.27,3.9,4.1,3.58,2.216428571428572,2.5305142857142857,3.0217142857142854,3.7604285714285712,1.9085714285714288,1.5576857142857143
47-5023.00,"Earth Drillers, Except Oil and Gas",1.87,3.26,2.64,2.95,4.21,3.0,2.7142857142857144,2.369814285714286,2.835457142857143,3.4740571428571427,1.9449142857142856,1.960942857142857
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.18,2.3,3.38,3.3,3.48,4.35,2.1607142857142856,3.3876,3.3412714285714284,2.9872,2.422142857142857,2.4278
47-5041.00,Continuous Mining Machine Operators,1.65,3.99,3.2,3.86,4.14,3.4,2.596342857142857,2.411057142857143,2.4541000000000004,3.6465,1.8571428571428568,1.4172857142857145
47-5043.00,"Roof Bolters, Mining",1.64,4.55,3.76,4.6,4.96,4.79,2.044642857142857,2.5322285714285715,3.613,3.627714285714286,2.0028571428571427,1.6972
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.16,3.93,2.53,3.79,4.04,3.68,2.044642857142857,2.0213714285714284,2.420842857142857,2.9899000000000004,1.7036571428571428,1.3139714285714286
47-5051.00,"Rock Splitters, Quarry",1.83,1.85,2.4,3.04,3.04,2.61,1.872228571428572,1.6696,2.3214428571428574,2.4653285714285715,1.6714285714285717,1.075
47-5071.00,"Roustabouts, Oil and Gas",1.92,3.24,3.31,2.81,3.7,4.28,1.822857142857143,2.086428571428572,2.908128571428572,3.563085714285714,1.7142857142857144,1.7967142857142857
47-5081.00,Helpers--Extraction Workers,1.52,3.38,3.13,3.91,4.08,3.47,2.265085714285714,3.0845857142857143,3.1165714285714285,4.259142857142857,2.225714285714286,3.0987714285714287
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.46,2.36,3.87,1.64,2.91,3.93,2.1492,2.5042,3.211,2.4821714285714287,2.7142857142857144,2.417342857142857
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.46,3.18,3.65,1.91,2.78,4.24,1.9085714285714288,1.43,2.2622285714285715,1.839142857142857,1.8571428571428568,1.6255428571428572
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.48,2.75,2.88,1.54,2.8,3.48,1.9085714285714288,2.7204571428571427,3.2805714285714287,2.408128571428572,1.9449142857142856,1.5581714285714288
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.67,3.66,3.89,1.11,3.21,4.12,2.216428571428572,1.6032571428571427,2.5830571428571427,1.7649142857142857,2.105,1.187342857142857
49-2091.00,Avionics Technicians,1.75,3.13,2.88,1.59,2.85,4.54,2.422142857142857,2.992342857142857,2.716428571428572,2.767714285714286,1.9842857142857144,1.6098142857142856
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.51,2.91,3.25,2.94,3.68,4.04,2.2071428571428573,2.3677,2.9215,3.2203857142857144,1.837942857142857,1.755
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.86,3.91,3.13,2.32,4.03,4.48,2.0028571428571427,2.475,2.896228571428572,3.2152,1.9085714285714288,1.512914285714286
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.36,3.01,3.29,2.27,3.18,3.16,2.596342857142857,2.3674,3.0797142857142856,2.799085714285714,1.9449142857142856,1.3771428571428572
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.37,3.32,4.19,2.12,2.83,4.17,2.044642857142857,2.660285714285714,3.185114285714285,2.953857142857143,1.8571428571428568,1.6639285714285714
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.6,3.92,3.46,2.18,3.99,4.53,2.071428571428572,2.0488,2.643657142857143,2.08,1.7734857142857143,1.190157142857143
49-2097.00,Audiovisual Equipment Installers and Repairers,2.2,3.47,2.69,1.68,2.94,3.82,1.9085714285714288,2.0108714285714284,2.5466,1.7968142857142857,1.7734857142857143,1.5371285714285714
49-2098.00,Security and Fire Alarm Systems Installers,1.43,2.94,3.05,1.14,2.39,4.08,1.872228571428572,2.278514285714286,2.069757142857142,1.5785714285714283,1.8914285714285717,1.1376857142857142
49-3011.00,Aircraft Mechanics and Service Technicians,1.27,3.87,3.71,1.99,3.51,4.24,2.801428571428572,3.5611428571428574,2.978,2.62,2.216428571428572,1.831685714285714
49-3021.00,Automotive Body and Related Repairers,1.65,3.54,2.87,2.26,4.04,4.53,1.822857142857143,2.3,2.598928571428572,2.0865,1.822857142857143,1.7287857142857144
49-3022.00,Automotive Glass Installers and Repairers,1.07,3.48,3.17,1.44,3.51,4.41,1.655,1.7421714285714285,1.8155714285714284,1.6592571428571428,1.7036571428571428,1.0872
49-3023.00,Automotive Service Technicians and Mechanics,1.53,4.18,3.42,1.81,3.56,4.48,2.1607142857142856,2.4336,2.733485714285714,2.672771428571429,1.8839285714285712,1.4125
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.55,4.35,3.2,2.36,4.14,4.07,2.1607142857142856,2.3033571428571427,2.9122857142857144,3.184457142857143,1.8571428571428568,1.3186
49-3041.00,Farm Equipment Mechanics and Service Technicians,1.37,4.19,3.37,2.35,3.88,4.08,2.0608,1.7476285714285715,2.503542857142857,2.8669285714285717,1.9085714285714288,1.6195428571428572
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.49,4.49,3.52,2.51,3.83,3.93,2.375,2.0028571428571427,2.7794142857142856,3.297442857142857,1.8914285714285717,1.7382142857142855
49-3043.00,Rail Car Repairers,1.44,3.43,2.8,2.23,3.37,3.99,1.9642857142857144,2.050614285714285,2.669942857142857,2.7989714285714284,1.7385714285714284,1.3693428571428572
49-3051.00,Motorboat Mechanics and Service Technicians,1.56,4.15,2.4,1.72,2.86,4.17,2.2071428571428573,1.7747142857142857,2.3290285714285712,2.640142857142857,1.8057142857142856,1.707657142857143
49-3052.00,Motorcycle Mechanics,1.06,3.94,3.78,1.83,3.96,4.54,1.9085714285714288,2.3820571428571427,3.1089714285714285,3.2649000000000004,1.9085714285714288,1.9857142857142855
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.36,3.02,3.07,1.32,3.1,3.66,2.02,1.969,2.3520000000000003,2.5697142857142854,1.7385714285714284,1.2921285714285715
49-3091.00,Bicycle Repairers,1.12,2.13,2.22,1.27,3.67,4.53,1.5625,1.338285714285714,2.0426,2.294514285714285,1.7734857142857143,1.7838571428571428
49-3092.00,Recreational Vehicle Service Technicians,1.71,3.46,2.33,1.28,2.77,3.46,1.9085714285714288,1.7032428571428573,2.4649428571428573,2.436914285714286,1.8057142857142856,1.6788571428571428
49-3093.00,Tire Repairers and Changers,2.08,3.51,3.46,2.8,3.97,4.15,1.7385714285714284,2.0569571428571427,2.656,2.337142857142857,1.604285714285714,1.6234142857142857
49-9011.00,Mechanical Door Repairers,1.68,3.33,3.18,1.65,3.41,4.0,1.822857142857143,2.0045714285714284,2.442557142857143,1.947942857142857,1.8571428571428568,1.2725
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.23,3.65,3.28,2.28,3.67,4.03,1.9085714285714288,2.8352,3.101471428571429,2.2448857142857146,1.9085714285714288,1.4258285714285714
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.97,3.88,3.49,2.12,3.1,3.8,2.4035714285714285,2.2402,2.4387142857142856,2.428185714285714,1.9085714285714288,1.6665142857142858
49-9031.00,Home Appliance Repairers,1.81,4.1,3.04,1.83,3.08,3.74,2.1607142857142856,1.7476285714285715,2.293085714285714,1.426885714285714,1.7734857142857143,1.636342857142857
49-9041.00,Industrial Machinery Mechanics,2.19,2.93,2.94,3.33,2.65,3.69,2.7142857142857144,1.9487142857142856,3.068142857142857,3.1016,1.9449142857142856,1.5533714285714286
49-9043.00,"Maintenance Workers, Machinery",2.35,3.46,3.58,3.36,3.25,3.7,2.4732142857142856,2.000857142857143,2.458,3.5178857142857143,1.6875,1.3132
49-9044.00,Millwrights,1.86,4.09,3.91,3.09,3.55,4.59,2.4035714285714285,3.0813714285714284,3.0391428571428567,3.7270428571428575,1.9085714285714288,2.2092142857142854
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.72,3.62,3.06,3.47,3.98,4.67,2.044642857142857,1.9818714285714285,2.0045,2.120571428571429,1.6875,1.543642857142857
49-9051.00,Electrical Power-Line Installers and Repairers,1.48,3.62,2.79,2.77,3.37,4.11,2.044642857142857,1.858,2.843542857142857,3.4697285714285715,1.9642857142857144,1.1395428571428572
49-9052.00,Telecommunications Line Installers and Repairers,1.8,3.79,3.56,2.39,3.7,4.54,1.9085714285714288,1.9399,2.781428571428571,2.1417,1.822857142857143,1.3215571428571429
49-9061.00,Camera and Photographic Equipment Repairers,1.21,1.4,2.96,1.04,3.34,3.67,1.8571428571428568,1.3087857142857142,2.0005,1.5592857142857142,1.7734857142857143,1.3874285714285717
49-9062.00,Medical Equipment Repairers,1.79,3.03,3.33,1.76,2.5,3.82,2.3857142857142857,2.6950857142857143,2.7506285714285714,1.7926857142857142,1.8057142857142856,1.252
49-9063.00,Musical Instrument Repairers and Tuners,1.14,2.62,3.6,1.11,4.0,3.86,1.8057142857142856,1.8932142857142853,2.1616285714285715,1.865,1.7734857142857143,1.9499285714285717
49-9064.00,Watch and Clock Repairers,1.05,2.07,2.52,1.13,2.72,3.81,1.7571428571428571,1.9807857142857144,3.2036571428571428,2.7353,1.5207142857142857,2.469942857142857
49-9071.00,"Maintenance and Repair Workers, General",2.48,3.1,3.09,3.23,3.43,3.72,1.9449142857142856,2.627414285714286,2.902857142857143,3.028342857142857,1.9449142857142856,1.69
49-9081.00,Wind Turbine Service Technicians,2.12,4.8,4.18,2.71,4.44,4.21,2.392857142857143,2.6216428571428576,2.961071428571429,4.007714285714286,2.0028571428571427,1.712214285714286
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.88,2.77,4.05,2.0,3.49,3.03,1.8571428571428568,1.7298285714285715,2.086428571428572,1.4992142857142858,1.8057142857142856,1.8208857142857144
49-9092.00,Commercial Divers,1.54,3.48,3.39,2.36,3.17,3.85,2.422142857142857,2.529,2.9188,2.6848,1.9842857142857144,1.8904
49-9094.00,Locksmiths and Safe Repairers,1.58,2.96,3.0,1.81,2.69,3.92,1.604285714285714,2.6588000000000003,2.297142857142857,3.1142857142857143,1.5785714285714287,2.391657142857143
49-9095.00,Manufactured Building and Mobile Home Installers,1.05,3.93,2.65,2.64,4.25,4.24,2.1677714285714287,3.981628571428571,2.9231714285714285,4.196357142857143,2.2071428571428573,2.770371428571429
49-9096.00,Riggers,1.96,3.83,3.55,3.7,3.86,4.61,1.9449142857142856,2.3428,2.781028571428571,2.781,1.9449142857142856,1.4467142857142858
49-9097.00,Signal and Track Switch Repairers,2.0,3.07,3.07,2.07,3.07,3.86,2.4732142857142856,2.1105714285714283,2.103014285714285,2.1237142857142857,1.837942857142857,1.1182857142857143
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2.1,3.16,3.12,2.36,2.94,3.44,1.9085714285714288,2.1752571428571432,2.7035714285714287,2.4518857142857144,1.7934857142857146,1.2147142857142856
49-9099.01,Geothermal Technicians,3.06,2.58,3.73,2.59,3.17,3.58,2.645714285714285,2.234114285714285,2.674514285714286,3.5567714285714285,2.422142857142857,1.8408571428571427
51-1011.00,First-Line Supervisors of Production and Operating Workers,2.3,2.82,3.34,3.83,2.77,4.5,2.023657142857143,2.5204,2.874285714285714,2.6855714285714285,2.524285714285714,2.421857142857143
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2.17,2.4,3.65,2.39,3.96,3.53,1.8057142857142856,2.5270857142857146,3.000857142857143,3.335028571428571,1.9449142857142856,1.737428571428571
51-2021.00,"Coil Winders, Tapers, and Finishers",1.64,2.0,3.63,2.41,4.65,4.14,1.9449142857142856,2.0318571428571426,2.631642857142857,2.2119285714285715,1.9085714285714288,1.3828
51-2022.00,Electrical and Electronic Equipment Assemblers,1.75,2.07,2.94,2.75,3.78,4.48,1.9085714285714288,2.276542857142857,2.5142857142857142,2.5085,1.872228571428572,1.5785714285714283
51-2023.00,Electromechanical Equipment Assemblers,2.29,2.46,3.55,2.31,3.5,3.78,1.9642857142857144,2.424428571428572,2.9452857142857143,2.4307,1.7385714285714284,1.4396285714285713
51-2031.00,Engine and Other Machine Assemblers,1.87,2.86,3.01,2.66,3.72,4.31,2.0608,1.9978571428571428,2.2157142857142857,3.432571428571429,1.8571428571428568,1.2674
51-2041.00,Structural Metal Fabricators and Fitters,2.08,3.0,2.93,2.77,3.59,4.33,1.6714285714285717,2.363714285714286,2.420842857142857,3.381371428571429,1.7036571428571428,1.5754
51-2051.00,Fiberglass Laminators and Fabricators,1.76,3.18,3.59,2.92,4.2,4.59,1.9085714285714288,1.9528571428571428,2.331185714285714,2.4482285714285714,1.9449142857142856,1.3780285714285716
51-2061.00,Timing Device Assemblers and Adjusters,1.91,1.77,2.23,1.07,1.88,2.91,1.7142857142857144,1.5416285714285711,1.8801142857142856,2.4467,1.7036571428571428,1.1953428571428573
51-2092.00,Team Assemblers,2.09,1.64,2.81,2.86,3.88,4.5,1.8571428571428568,1.8776857142857144,3.0223,2.7388,1.9085714285714288,1.2378857142857145
