O*NET-SOC Code,Title,Freedom to Make Decisions,Frequency of Decision Making,Impact of Decisions on Co-workers or Company Results,Health and Safety of Other Workers,Work Outcomes and Results of Other Workers,Consequence of Error,Conflict Situations,Time Pressure,Level of Competition,Developing Objectives and Strategies 
51-9197.00,Tire Builders,2.68,3.37,3.65,2.89,3.62,3.29,2.82,4.15,2.24,1.6808
51-9198.00,Helpers--Production Workers,3.69,3.52,2.98,3.38,2.88,3.13,2.15,4.09,2.76,1.406
53-1041.00,Aircraft Cargo Handling Supervisors,4.47,4.67,4.61,4.56,4.39,3.65,4.03,4.69,2.85,1.860228571428572
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",4.63,4.91,4.1,4.71,4.68,2.75,3.66,4.52,3.72,2.213714285714285
53-1042.01,Recycling Coordinators,4.58,4.41,4.5,4.0,4.05,3.03,3.19,3.69,2.38,2.6006857142857145
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,4.16,4.59,4.82,4.02,4.7,3.86,4.01,3.97,4.22,2.1434285714285712
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",4.33,4.12,4.43,4.44,3.88,4.37,3.47,4.54,4.05,1.5887285714285715
53-2012.00,Commercial Pilots,4.81,4.36,4.67,4.68,3.47,3.81,2.94,3.77,3.06,3.324957142857143
53-2021.00,Air Traffic Controllers,4.29,4.93,4.82,2.63,3.51,4.18,4.4,3.41,3.08,2.0300714285714285
53-2022.00,Airfield Operations Specialists,4.79,4.38,4.64,4.23,3.86,4.79,3.62,4.1,2.84,1.9615428571428573
53-2031.00,Flight Attendants,4.53,4.57,4.47,4.96,4.19,4.46,4.39,4.46,2.67,1.4645428571428571
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",4.08,4.31,4.38,4.77,3.3,3.99,2.93,3.78,3.05,1.645
53-3031.00,Driver/Sales Workers,3.43,3.59,3.65,3.31,2.16,3.11,2.85,4.92,3.01,1.2283142857142857
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,4.26,4.64,4.49,3.74,2.7,4.03,2.47,4.24,3.27,1.2528
53-3033.00,Light Truck Drivers,3.34,3.98,3.83,3.13,3.31,3.08,2.25,4.19,3.04,1.7547428571428572
53-3051.00,"Bus Drivers, School",4.01,4.5,3.51,3.69,2.68,3.5,3.01,3.77,1.61,1.4670857142857143
53-3052.00,"Bus Drivers, Transit and Intercity",3.68,4.26,4.22,2.96,2.52,3.91,3.15,3.84,2.16,1.4746714285714284
53-3053.00,Shuttle Drivers and Chauffeurs,4.09,4.01,4.07,3.7,2.81,4.02,3.2,4.13,2.31,1.5837142857142856
53-4011.00,Locomotive Engineers,4.37,4.36,3.97,4.78,3.84,4.07,3.17,4.38,2.58,1.7885428571428572
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3.96,3.52,4.17,4.75,4.1,4.49,3.07,3.48,1.8,1.8196571428571429
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",4.3,4.15,4.29,4.39,3.56,4.43,2.79,4.15,2.02,1.520342857142857
53-4031.00,Railroad Conductors and Yardmasters,3.84,4.32,4.0,4.17,3.77,4.3,3.09,3.41,2.43,1.3834
53-4041.00,Subway and Streetcar Operators,2.78,4.32,4.18,4.19,2.88,4.16,3.47,3.82,2.47,1.3111428571428572
53-5011.00,Sailors and Marine Oilers,3.07,3.64,3.64,4.46,4.13,4.22,2.82,4.0,2.82,1.661142857142857
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",4.54,4.63,4.61,4.47,4.08,4.31,3.21,3.98,3.39,1.8885714285714288
53-5022.00,Motorboat Operators,4.96,4.99,4.54,4.43,4.06,2.65,2.81,4.13,2.53,1.615557142857143
53-5031.00,Ship Engineers,3.98,4.19,4.51,4.7,3.6,4.47,3.11,3.81,2.72,2.001142857142857
53-6011.00,Bridge and Lock Tenders,4.15,3.63,3.85,3.8,2.21,4.16,2.16,3.1,2.26,1.2142857142857144
53-6021.00,Parking Attendants,2.91,3.24,3.59,3.21,2.89,3.46,2.72,2.99,2.34,1.152
53-6031.00,Automotive and Watercraft Service Attendants,4.4,4.53,4.5,3.67,3.49,3.71,3.43,4.6,3.27,1.7409285714285714
53-6041.00,Traffic Technicians,4.0,3.89,3.82,2.94,3.2,2.15,2.69,4.23,2.61,1.7251285714285711
53-6051.00,Transportation Inspectors,4.44,4.17,4.35,3.44,3.6,2.9,2.59,3.78,2.85,1.3722142857142856
53-6051.01,Aviation Inspectors,4.38,4.75,4.49,4.17,4.11,4.58,3.13,4.11,3.63,1.9417
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",4.06,4.57,4.4,3.78,3.83,3.94,3.11,4.24,3.52,1.1165714285714283
53-6061.00,Passenger Attendants,2.84,3.7,2.87,3.24,2.51,2.4,2.54,2.92,2.21,1.1068857142857145
53-7011.00,Conveyor Operators and Tenders,3.16,3.92,4.18,4.17,2.9,3.28,2.65,4.05,3.43,1.6889142857142856
53-7021.00,Crane and Tower Operators,4.0,4.17,3.99,4.73,3.71,3.99,2.57,3.8,2.16,1.6604
53-7031.00,Dredge Operators,3.78,4.17,3.76,3.13,3.19,3.19,2.53,3.01,2.51,1.3957428571428572
53-7041.00,Hoist and Winch Operators,4.71,4.59,4.61,4.81,3.14,4.51,3.2,4.75,2.92,2.1794714285714285
53-7051.00,Industrial Truck and Tractor Operators,4.2,4.26,4.18,4.16,3.41,4.27,2.14,4.49,3.59,1.5113714285714284
53-7061.00,Cleaners of Vehicles and Equipment,4.24,3.14,3.35,3.66,3.49,3.04,2.71,4.2,2.61,1.822742857142857
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",3.77,3.85,3.6,3.58,2.44,3.66,2.4,3.74,2.99,1.3594142857142857
53-7062.04,Recycling and Reclamation Workers,3.51,3.17,3.28,3.61,3.54,2.97,2.11,3.5,2.77,1.501942857142857
53-7063.00,Machine Feeders and Offbearers,2.98,2.67,2.54,3.4,3.2,2.99,2.54,3.71,2.72,1.161657142857143
53-7064.00,"Packers and Packagers, Hand",3.24,3.63,3.3,3.65,3.59,2.58,1.93,4.22,2.97,1.7057142857142855
53-7065.00,Stockers and Order Fillers,3.85,3.42,3.37,2.81,2.6,2.21,2.5,3.44,2.33,1.301742857142857
53-7071.00,Gas Compressor and Gas Pumping Station Operators,4.3,3.91,4.01,4.76,3.61,4.41,2.59,3.76,3.11,1.7314857142857143
53-7072.00,"Pump Operators, Except Wellhead Pumpers",3.96,4.28,4.18,4.45,3.03,3.59,1.92,3.31,2.78,2.352657142857143
53-7073.00,Wellhead Pumpers,4.51,4.37,3.97,3.09,3.24,3.67,2.62,3.52,3.2,1.6812142857142858
53-7081.00,Refuse and Recyclable Material Collectors,3.91,2.95,3.28,2.92,2.21,3.17,2.44,3.74,2.65,1.0836857142857144
53-7121.00,"Tank Car, Truck, and Ship Loaders",3.92,4.4,4.15,4.52,3.67,4.74,3.71,4.47,2.97,1.902
