O*NET-SOC Code,Title,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Work With or Contribute to a Work Group or Team,Physical Proximity,"Communicating with Supervisors, Peers, or Subordinates ",Speaking ,Oral Expression ,Social Perceptiveness ,Establishing and Maintaining Interpersonal Relationships ,Interpreting the Meaning of Information for Others ,Assisting and Caring for Others ,Developing and Building Teams ,Service Orientation ,"Guiding, Directing, and Motivating Subordinates ",Coaching and Developing Others ,Training and Teaching Others ,Selling or Influencing Others ,Performing for or Working Directly with the Public ,Resolving Conflicts and Negotiating with Others ,Negotiation ,Persuasion ,Active Listening ,Coordinating the Work and Activities of Others ,Communicating with People Outside the Organization ,Providing Consultation and Advice to Others ,Instructing ,Management of Personnel Resources 
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",4.88,3.59,2.91,3.03,1.22,4.55,2.0,5.0,4.17,2.69,2.6709428571428573,2.7142857142857144,2.894285714285714,2.44,3.4592857142857136,1.8559,1.4059428571428572,1.6834285714285713,1.9657142857142855,1.3485142857142858,1.5861142857142858,1.1926428571428571,2.719028571428572,1.6017142857142856,2.790228571428571,2.7142857142857144,2.765714285714286,2.7142857142857144,2.2902142857142858,3.081857142857143,2.2281285714285715,1.7734857142857143,1.837942857142857
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4.79,3.83,4.17,2.71,1.22,4.98,2.01,5.0,4.63,3.04,2.997742857142857,2.596342857142857,2.7142857142857144,1.9449142857142856,3.2034,1.8003999999999998,1.422014285714286,2.1632285714285717,1.7485714285714289,2.041828571428572,1.9787857142857144,2.287,2.4148000000000005,2.0354,2.5366857142857144,2.2308,2.275,2.327857142857143,2.4115714285714285,3.0104571428571427,2.390357142857143,1.6171428571428572,1.8571428571428568
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",4.83,3.7,3.83,3.2,1.3,4.76,2.4,5.0,4.27,3.3,3.1453714285714285,2.524285714285714,2.7142857142857144,2.125,2.7386285714285714,1.4767,1.624,1.7110714285714286,1.9449142857142856,1.6847,1.9356142857142855,1.649,1.9475714285714287,1.4501428571428572,2.6411285714285717,2.7142857142857144,2.571428571428571,2.524285714285714,1.6918571428571427,2.669914285714285,1.667,1.8914285714285717,1.78
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4.53,3.89,4.15,3.0,1.5,4.53,3.0,4.95,4.32,2.42,3.565,2.7142857142857144,2.7142857142857144,2.1635714285714283,3.4992142857142854,2.525714285714286,1.3977142857142857,2.455857142857143,1.9842857142857144,2.7802857142857147,2.9607857142857146,2.5404285714285715,1.468,2.1,3.2500714285714283,2.912857142857143,2.571428571428571,2.7142857142857144,2.4657142857142857,3.552928571428571,2.5535714285714284,2.044642857142857,1.9449142857142856
13-1031.00,"Claims Adjusters, Examiners, and Investigators",4.67,3.18,4.43,4.13,1.39,4.29,1.76,5.0,3.87,2.79,3.0569714285714285,2.645714285714285,3.005714285714286,2.1492,3.2188,2.209514285714285,1.7433142857142856,1.7271999999999998,1.9085714285714288,1.332228571428571,1.4902,1.7574999999999998,1.484,2.3915714285714285,3.4252,1.9842857142857144,1.8057142857142856,2.821428571428571,1.5889,3.454857142857143,1.5735714285714284,1.6171428571428572,1.6875
13-1032.00,"Insurance Appraisers, Auto Damage",4.96,2.97,4.92,3.6,1.78,4.29,1.77,5.0,3.77,2.63,2.9588,2.4732142857142856,2.7142857142857144,1.8571428571428568,2.6836571428571427,1.826514285714285,2.087714285714286,1.5239,1.8571428571428568,1.4187857142857143,1.4191,1.9202,1.7033142857142858,3.5473428571428567,3.221371428571429,1.7734857142857143,1.7734857142857143,2.3857142857142857,1.3660714285714284,2.755742857142857,2.109057142857143,1.3571428571428572,1.4179428571428572
13-1041.00,Compliance Officers,4.79,3.56,4.75,4.04,2.45,4.49,2.4,4.49,4.4,3.78,2.895771428571429,2.4893714285714283,2.765714285714286,2.2071428571428573,2.453642857142857,2.1240428571428573,1.6131285714285712,1.6574285714285717,1.9449142857142856,1.4169142857142856,1.8056857142857143,1.6424714285714286,1.2663285714285712,3.1068,2.3405714285714287,1.9449142857142856,2.0028571428571427,2.524285714285714,1.758571428571429,3.0087714285714284,2.272,1.7734857142857143,1.595
13-1041.01,Environmental Compliance Inspectors,4.45,3.3,4.25,2.8,1.42,4.65,2.15,4.95,4.0,3.25,3.3071428571428574,2.748571428571428,3.091428571428572,2.086428571428572,3.086071428571429,2.2871428571428574,1.3367857142857142,1.9114285714285717,1.7734857142857143,1.6942857142857142,1.977142857142857,2.185,1.4242857142857144,2.77,2.464285714285714,1.8057142857142856,1.7200000000000002,2.645714285714285,1.9571428571428573,3.037142857142857,1.9675,1.8914285714285717,1.6063428571428573
13-1041.03,Equal Opportunity Representatives and Officers,4.43,3.24,3.97,3.46,1.94,4.6,2.56,4.86,3.69,2.63,3.764928571428572,2.821428571428571,3.117142857142857,2.765714285714286,3.522571428571428,3.114442857142857,1.585357142857143,1.8040857142857143,2.023657142857143,1.3457142857142856,1.7042285714285716,2.047428571428572,1.7108571428571429,2.941942857142857,3.7734,2.0342857142857143,2.2857142857142856,3.145,1.4588714285714286,3.421342857142857,2.1743571428571427,1.9077714285714285,1.3571428571428572
13-1041.04,Government Property Inspectors and Investigators,4.75,3.96,4.44,3.6,2.22,4.59,1.94,4.82,4.36,3.07,3.2722857142857142,2.765714285714286,2.7142857142857144,2.105,3.4235714285714285,2.3690285714285717,1.2404285714285714,1.8416571428571429,1.9449142857142856,1.9776,1.6632571428571428,1.598,1.4008571428571428,2.620514285714286,2.920228571428571,1.9285714285714288,2.0,2.8363428571428573,2.2862,3.4575142857142858,2.307428571428572,1.9842857142857144,1.7200000000000002
13-1041.06,Coroners,4.75,3.85,4.85,4.05,2.85,4.78,3.25,5.0,4.25,4.25,3.758928571428572,2.782857142857143,2.98,2.4522285714285714,3.5142857142857142,2.7325000000000004,3.1057857142857146,2.1246428571428573,1.9449142857142856,2.988,2.9131428571428573,3.069642857142857,1.1882142857142857,3.55,2.893214285714285,1.6364285714285711,1.6364285714285711,2.645714285714285,2.5348571428571427,3.946071428571429,2.6089285714285717,1.8914285714285717,1.5892857142857142
13-1041.07,Regulatory Affairs Specialists,4.2,3.55,2.5,2.35,1.26,4.42,2.4,4.42,4.45,3.2,3.5875000000000004,2.765714285714286,2.98,2.105,3.3400000000000003,3.1552857142857142,1.200357142857143,2.5664285714285717,1.8571428571428568,1.9471428571428573,2.186071428571428,2.333928571428572,1.8685714285714288,1.1067857142857145,2.9131428571428573,1.9842857142857144,2.071428571428571,2.7142857142857144,2.890000000000001,3.4514285714285715,2.807142857142857,1.8571428571428568,1.8057142857142856
13-1041.08,Customs Brokers,4.7,3.35,3.85,3.5,1.4,4.72,2.3,5.0,4.2,3.15,3.245371428571429,2.571428571428571,2.524285714285714,1.8571428571428568,2.9857142857142858,2.310714285714285,1.3457142857142856,2.139685714285714,1.9642857142857144,2.5922285714285715,2.3091428571428567,2.514828571428572,1.7584000000000002,1.6155142857142857,2.2559142857142858,1.8914285714285717,1.8057142857142856,2.7142857142857144,2.2074857142857143,3.1988000000000003,2.5701142857142854,1.8571428571428568,1.8571428571428568
13-1051.00,Cost Estimators,3.68,3.43,2.77,2.14,1.18,4.45,2.73,4.8,4.14,2.76,3.270314285714285,2.645714285714285,2.765714285714286,1.9085714285714288,3.0142857142857142,2.5968571428571425,1.210357142857143,2.331714285714286,1.7200000000000002,2.164185714285714,2.378914285714286,2.113671428571428,1.6496285714285714,1.124342857142857,2.025142857142857,1.9285714285714288,2.0,2.571428571428571,2.1040714285714284,2.7451,2.4510571428571426,1.6875,1.5357142857142858
13-1071.00,Human Resources Specialists,4.77,4.06,3.71,3.39,2.19,4.92,3.33,5.0,4.72,2.65,3.2116857142857147,2.782857142857143,2.7142857142857144,2.3192,3.3850285714285717,1.8312857142857144,2.3280571428571437,2.0248,2.105,1.8529428571428568,2.4267571428571437,2.274742857142857,1.3827142857142856,1.8714857142857144,3.034828571428572,1.8571428571428568,1.8057142857142856,2.7142857142857144,1.8815285714285717,2.270157142857143,2.320857142857143,1.9449142857142856,1.7734857142857143
13-1074.00,Farm Labor Contractors,4.49,4.42,2.59,2.76,1.38,4.55,2.04,4.55,3.68,3.62,1.6340714285714286,2.2071428571428573,2.2071428571428573,1.8571428571428568,2.1005,1.1323714285714286,1.7079999999999995,1.361042857142857,1.6063428571428573,1.4435714285714285,1.6185142857142858,1.8021857142857145,1.5004285714285714,1.2816,1.6373714285714285,1.75,1.6665142857142858,2.0608,1.7637142857142858,1.1022,1.183857142857143,1.6665142857142858,2.086428571428572
13-1075.00,Labor Relations Specialists,4.48,3.11,2.9,3.58,1.9,4.53,2.57,4.74,4.05,2.95,3.258571428571428,3.205357142857143,3.0892857142857144,2.571428571428571,3.5628571428571427,2.5158571428571426,1.6620142857142857,2.460828571428572,2.2308,2.142857142857143,2.1567857142857143,2.1713,1.612857142857143,1.8087142857142855,4.127028571428571,2.9522285714285714,2.8020571428571426,3.172857142857143,2.3922857142857143,2.5708,2.326514285714285,1.822857142857143,1.7734857142857143
13-1081.00,Logisticians,4.54,3.71,3.96,3.0,1.5,4.61,2.42,5.0,4.58,3.33,3.4037714285714284,2.645714285714285,2.765714285714286,2.354914285714286,3.3478857142857144,2.313542857142857,1.3224,3.0064,2.086428571428572,2.7812714285714284,2.669314285714286,2.436914285714286,2.4243428571428574,1.550028571428571,2.762885714285714,2.125,2.1635714285714283,2.6950857142857143,2.716428571428572,3.1750857142857143,2.992857142857143,1.9085714285714288,2.205357142857143
13-1081.01,Logistics Engineers,4.39,3.83,3.52,2.87,1.91,4.43,2.7,4.52,4.3,2.91,3.407742857142857,2.645714285714285,2.821428571428571,1.9657142857142855,2.932485714285715,2.777285714285714,1.423,2.4219,1.8571428571428568,2.4603571428571427,2.4427000000000003,2.297142857142857,1.7601428571428572,1.2837714285714286,2.3732999999999995,1.8057142857142856,1.8914285714285717,2.765714285714286,2.3082000000000003,2.916314285714286,2.3795714285714284,1.9285714285714288,2.0342857142857143
13-1081.02,Logistics Analysts,4.59,3.64,3.41,3.0,1.55,4.27,2.5,4.82,4.32,3.0,3.2896,2.327857142857143,2.7142857142857144,1.8571428571428568,3.326328571428571,2.812857142857143,1.522571428571429,2.118785714285714,1.822857142857143,2.051428571428572,2.4132571428571428,2.2425,1.6332857142857142,1.281742857142857,2.3603,1.7734857142857143,1.7734857142857143,2.645714285714285,2.2517428571428573,3.1410285714285715,2.328642857142857,1.7734857142857143,1.822857142857143
13-1111.00,Management Analysts,4.25,4.11,3.62,2.79,1.5,4.74,2.76,4.89,4.35,2.85,3.998214285714286,2.7142857142857144,3.117142857142857,2.645714285714285,4.326714285714287,3.2742571428571425,1.5645142857142855,2.856,2.044642857142857,2.253428571428572,2.9714285714285715,2.932,3.086071428571429,1.9445714285714284,3.2293571428571437,1.9449142857142856,2.3857142857142857,2.8363428571428573,2.7085714285714286,3.6973,4.144428571428572,2.125,1.8914285714285717
13-1121.00,"Meeting, Convention, and Event Planners",4.91,4.63,4.7,3.1,1.11,4.91,1.81,4.94,4.81,3.87,3.3817857142857144,2.7142857142857144,2.821428571428571,2.5428571428571427,3.436928571428571,2.4422571428571427,2.174542857142857,2.7952000000000004,2.596342857142857,3.0254714285714286,2.789542857142857,2.331714285714286,2.628,3.5813428571428574,3.4894857142857143,2.2308,2.25,2.7142857142857144,3.063557142857143,3.711557142857143,2.6069714285714287,1.8914285714285717,2.086428571428572
13-1131.00,Fundraisers,4.62,3.81,4.67,2.52,1.1,5.0,3.14,4.95,4.4,3.25,3.187428571428572,2.9522285714285714,2.894285714285714,2.4522285714285714,4.445328571428572,2.5042857142857144,1.7542857142857142,2.786428571428571,2.1607142857142856,2.28,2.992714285714285,2.36,3.192142857142857,2.9131428571428573,2.749,2.596342857142857,2.877142857142857,2.765714285714286,2.394671428571429,4.0528,3.1128571428571425,1.8571428571428568,1.7200000000000002
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",4.38,3.14,3.05,2.81,1.1,4.57,2.29,4.81,4.14,2.81,3.365157142857143,2.645714285714285,2.7142857142857144,2.0342857142857143,3.128214285714286,2.4059285714285714,1.5580571428571428,1.9905142857142857,1.8571428571428568,1.7714285714285714,1.8610428571428568,1.8658571428571429,1.5714285714285716,1.2985714285714285,2.370728571428572,1.8914285714285717,1.9657142857142855,2.645714285714285,1.7914857142857143,2.814571428571428,2.534057142857143,1.8057142857142856,1.7734857142857143
13-1151.00,Training and Development Specialists,4.57,3.65,3.13,2.65,1.52,4.43,3.83,4.52,4.27,3.35,4.073657142857144,3.052142857142857,2.9522285714285714,2.7142857142857144,3.803028571428572,3.0288,1.7196285714285715,2.4538857142857142,2.4035714285714285,2.105714285714286,3.4608571428571424,3.861100000000001,2.212828571428572,1.8103428571428573,2.410642857142857,1.9449142857142856,2.023657142857143,2.7142857142857144,2.4198142857142857,2.626442857142857,3.597571428571429,2.989371428571429,2.023657142857143
13-1161.00,Market Research Analysts and Marketing Specialists,4.22,3.52,3.57,2.48,1.13,4.22,2.65,4.61,4.0,2.43,3.2821857142857143,2.645714285714285,2.928571428571429,2.023657142857143,3.5208,3.849,1.1132857142857142,2.2992142857142857,1.7734857142857143,2.0942857142857143,2.2085714285714286,1.9202285714285716,2.864514285714286,1.8202857142857145,2.069242857142857,1.6364285714285711,1.9842857142857144,2.645714285714285,2.725371428571429,3.6818,3.4236142857142853,1.75,1.7200000000000002
13-1161.01,Search Marketing Strategists,3.57,3.0,2.09,2.09,1.0,4.0,2.13,4.22,3.65,2.52,3.192142857142857,2.4035714285714285,2.765714285714286,1.9285714285714288,2.933071428571429,2.845714285714286,1.1253571428571427,1.8828571428571428,1.8571428571428568,1.9942857142857144,2.117142857142857,2.228857142857142,2.5135428571428573,1.1392857142857142,1.951028571428572,1.8914285714285717,2.1635714285714283,2.571428571428571,1.9216428571428568,3.0016,3.258571428571428,1.9449142857142856,1.6942857142857144
13-1199.04,Business Continuity Planners,4.35,3.95,2.78,2.1,1.22,3.9,2.48,4.57,4.36,2.5,3.8704,2.765714285714286,2.928571428571429,2.2308,3.3895428571428567,2.888,1.4751999999999998,2.4948,1.9842857142857144,2.584642857142857,2.493542857142857,2.8571714285714283,1.6617714285714285,1.1608,2.285642857142857,1.9449142857142856,2.06,2.8363428571428573,2.4804285714285714,2.1433714285714287,2.6095,2.1635714285714283,1.9842857142857144
13-1199.05,Sustainability Specialists,4.17,3.96,3.22,2.43,1.17,4.59,2.77,4.71,4.39,2.83,3.9937,2.765714285714286,2.645714285714285,1.9842857142857144,3.703928571428571,2.442571428571429,1.5323571428571428,2.770942857142857,1.8057142857142856,2.472,2.281257142857143,2.932485714285715,2.839714285714286,1.9643857142857144,2.4049428571428573,1.8571428571428568,1.9842857142857144,2.645714285714285,2.333,3.528628571428572,3.531885714285714,1.8571428571428568,1.7734857142857143
13-1199.06,Online Merchants,4.46,3.72,4.16,3.2,1.15,4.5,1.58,4.68,3.98,2.95,2.3195,2.2071428571428573,2.3392857142857144,1.8328571428571427,2.7019,1.760057142857143,1.426214285714286,1.3790285714285715,2.105,1.5357142857142858,1.4585142857142857,1.6696,2.7466,1.937442857142857,2.021114285714286,1.9449142857142856,2.0608,2.2928571428571427,1.9608857142857143,2.562742857142857,1.5072142857142858,1.467857142857143,1.5785714285714287
13-1199.07,Security Management Specialists,4.3,3.84,3.95,3.0,2.5,4.56,2.95,4.83,4.05,3.16,3.513714285714286,2.662857142857143,2.912857142857143,2.25,3.6399999999999992,2.5535714285714284,2.0428571428571427,2.6696428571428568,2.19,2.8973571428571425,2.895142857142857,2.865185714285714,2.742,2.4174285714285717,3.086071428571429,1.9449142857142856,2.275,2.729371428571429,2.5902857142857143,3.536428571428571,3.765714285714286,2.1492,1.8914285714285717
13-2011.00,Accountants and Auditors,4.55,3.47,3.77,2.44,1.04,4.7,2.0,4.85,4.21,2.83,3.481942857142857,2.524285714285714,2.748571428571428,2.023657142857143,3.2608,2.620342857142857,1.5122285714285717,2.478285714285714,2.023657142857143,2.340742857142857,2.436114285714286,2.6424571428571437,1.7525,1.5193142857142856,2.298,1.7734857142857143,1.9285714285714288,2.524285714285714,2.5930285714285715,2.684,2.3233,1.75,1.75
13-2022.00,Appraisers of Personal and Business Property,4.09,2.91,3.59,2.35,1.3,3.86,1.91,4.48,2.95,2.91,2.371085714285714,2.1492,2.596342857142857,1.8057142857142856,3.048571428571429,2.4633142857142856,1.245142857142857,1.8361571428571424,1.8057142857142856,1.8372,1.8973428571428568,1.9744,1.6609857142857145,1.950057142857143,1.8509285714285717,1.7036571428571428,1.837942857142857,2.2308,2.125857142857143,2.9493714285714283,2.2623714285714285,1.4464285714285716,1.4
13-2023.00,Appraisers and Assessors of Real Estate,3.96,2.04,3.17,2.35,1.25,4.19,1.46,4.65,2.61,2.78,2.2824,2.19,2.354914285714286,1.7200000000000002,2.104514285714286,2.6242857142857146,1.1480857142857144,1.3342857142857143,1.7200000000000002,1.6913285714285715,1.7428857142857144,1.8513714285714284,1.3342857142857143,1.7157142857142855,1.6465285714285711,1.6665142857142858,1.7200000000000002,2.2928571428571427,1.569957142857143,2.6706571428571424,2.0199,1.6171428571428572,1.34
13-2031.00,Budget Analysts,4.42,4.45,4.08,2.26,1.0,4.33,1.86,4.63,4.68,2.19,3.3902,2.327857142857143,2.645714285714285,1.8571428571428568,2.6038,1.9275714285714287,1.334,1.4021714285714284,1.5892857142857142,1.2870142857142857,1.3744,1.3968,1.177257142857143,1.2178714285714285,1.6026428571428573,1.6364285714285711,1.6665142857142858,2.571428571428571,1.4964285714285714,1.914057142857143,1.6425999999999998,1.6063428571428573,1.5165142857142857
13-2041.00,Credit Analysts,3.7,2.4,2.4,2.0,1.0,4.68,2.35,4.68,3.39,2.8,3.1589285714285715,2.4971428571428573,2.765714285714286,1.822857142857143,2.8267857142857142,2.48,1.0975,1.5942857142857143,1.8571428571428568,1.624642857142857,1.975,1.9142857142857144,1.3171428571428572,1.1457142857142857,1.5981428571428573,1.542142857142857,1.4928571428571429,2.4285714285714284,1.4642857142857144,1.8635714285714289,1.697142857142857,1.3808,1.268571428571429
13-2052.00,Personal Financial Advisors,3.92,2.92,3.85,2.0,1.04,4.12,2.0,4.6,3.25,2.44,2.7094857142857145,2.7142857142857144,2.928571428571429,2.354914285714286,3.7564571428571423,3.076428571428572,2.173914285714286,1.8736,2.4522285714285714,2.0542857142857143,2.3053142857142856,2.3184000000000005,2.4485428571428574,2.364,2.1085714285714285,1.8571428571428568,2.19,2.782857142857143,1.834742857142857,3.476285714285714,3.125714285714285,1.8571428571428568,1.3392000000000002
13-2053.00,Insurance Underwriters,4.5,2.8,3.57,3.27,1.07,4.38,1.9,4.79,3.8,3.07,2.898571428571429,2.354914285714286,2.4522285714285714,1.8571428571428568,3.3028142857142857,2.1445,1.1353,1.7719999999999998,1.8571428571428568,1.4719000000000002,1.7336714285714283,1.7594714285714288,2.213457142857143,1.38,2.5873,1.7200000000000002,1.7385714285714284,2.571428571428571,1.5523,2.798142857142857,1.7637142857142858,1.655,1.4435714285714285
13-2061.00,Financial Examiners,4.61,4.04,3.22,2.35,1.04,4.78,2.35,4.35,4.7,3.43,3.6149714285714287,2.765714285714286,3.1750857142857143,2.354914285714286,3.2292142857142854,2.6309714285714287,1.186157142857143,2.677,1.8571428571428568,2.2558857142857143,2.468142857142857,2.147,1.4248,1.146942857142857,2.2679,1.8057142857142856,1.837942857142857,2.765714285714286,2.703957142857143,3.3236,2.2524,2.275,2.3392857142857144
13-2071.00,Credit Counselors,4.48,2.88,3.58,3.52,1.36,3.96,2.6,4.76,3.76,2.48,2.5344,2.7142857142857144,2.782857142857143,2.096342857142857,2.9014285714285712,1.848,1.9177142857142857,1.552857142857143,2.31,1.3706285714285715,2.1222,1.9584142857142857,1.5984,2.671542857142857,2.133942857142857,2.044642857142857,2.19,2.645714285714285,1.4289142857142858,3.0057142857142853,1.9424,1.8057142857142856,1.4192
